country_code,_region,road_class_norm,sss_band,sss,n_segments,speed_limit,speed_85th,pct_over_limit,nilsson_fatal_ratio,est_lives_saved,lives_saved_lower,lives_saved_upper,recommended_limit,limit_change_needed,credibility_class,change_effort,land_use,corridor_label,area_km2,priority_rank,corridor_id
TH,31,primary,High Risk,54.54999676651102,8,85.625,112.2678571425,0.6896459934596503,23.425600000000006,0.1011,0.0505,0.2022,58.75,26.875,Non-Credible,Major (>20 km/h),rural,TH | 31 | primary,0.0,22,22
TH,90,trunk,High Risk,56.54616761101818,5,84.0,105.0,0.6116676379042811,12.141353086419754,0.0921,0.046,0.184,60.0,24.0,Non-Credible,Moderate (11-20 km/h),urban,TH | 90 | trunk,0.0,23,23
TH,40,trunk,Critical,73.54964,4,65.0,100.6375,0.818395148372682,10.812113098271602,0.0916,0.0459,0.18330000000000002,60.0,5.0,Non-Credible,Moderate (11-20 km/h),urban,TH | 40 | trunk,0.0,24,24
TH,83,secondary,High Risk,55.71419194074074,27,79.62962962962963,61.53703703703704,0.08130826301446824,14.459006249999998,0.0903,0.045,0.1807,52.857142857142854,21.428571428571427,Under-Speed,Investigate road condition,urban,TH | 83 | secondary,0.0,25,25
TH,71,primary,High Risk,58.0759360421212,10,85.5,109.6,0.6812517402437888,21.767823360000005,0.08940000000000001,0.0446,0.1785,56.0,29.5,Non-Credible,Major (>20 km/h),rural,TH | 71 | primary,0.0,26,26
TH,80,trunk,Critical,72.50478685570381,10,72.5,104.033333333,0.7948606175661007,15.473296373456792,0.0802,0.040100000000000004,0.16019999999999998,60.0,12.5,Non-Credible,Major (>20 km/h),urban,TH | 80 | trunk,0.0,27,27
TH,10,primary,Critical,75.56732219999999,5,46.0,75.2,0.7209984935644951,5.62448656,0.0733,0.0366,0.1465,50.0,-4.0,Non-Credible,No change needed,urban,TH | 10 | primary,0.0,28,28
TH,70,secondary,High Risk,55.20734604731183,93,82.52688172043011,75.83691756279569,0.15107473053201675,16.0,0.0727,0.0361,0.14529999999999998,50.333333333333336,31.916666666666668,Credible,Major (>20 km/h),urban,TH | 70 | secondary,0.0,29,29
TH,45,primary,High Risk,56.93227250366307,13,89.23076923076923,113.23717948692307,0.6364852605711326,23.425600000000006,0.0678,0.0341,0.1357,57.69230769230769,31.53846153846154,Non-Credible,Major (>20 km/h),rural,TH | 45 | primary,0.0,30,30
TH,72,trunk,Critical,75.43395071428571,7,75.71428571428571,105.14285714285714,0.7539804511493476,12.580814891975308,0.0658,0.0326,0.1311,60.0,15.714285714285714,Non-Credible,Moderate (11-20 km/h),urban,TH | 72 | trunk,0.0,31,31
TH,50,secondary,Critical,78.95374386161616,6,55.0,80.41666666666667,0.7349663059849462,8.684481558641973,0.064,0.032,0.1281,50.0,5.0,Non-Credible,Minor (<=10 km/h),urban,TH | 50 | secondary,0.0,32,32
TH,90,secondary,High Risk,55.0,55,84.9090909090909,65.82727272727273,0.04173105107150504,26.39676049382716,0.061200000000000004,0.030699999999999998,0.1229,49.5,36.5,Under-Speed,Investigate road condition,urban,TH | 90 | secondary,0.0,33,33
TH,22,primary,High Risk,56.71867461717171,3,86.66666666666667,110.16666666666667,0.6939950415789499,23.425600000000006,0.0539,0.0269,0.10759999999999999,56.666666666666664,30.0,Non-Credible,Major (>20 km/h),rural,TH | 22 | primary,0.0,34,34
TH,84,secondary,High Risk,55.08797079463487,61,85.21311475409836,68.4323770490164,0.08315439384851261,52.27468518314589,0.0519,0.026000000000000002,0.1041,47.82608695652174,38.69565217391305,Under-Speed,Investigate road condition,urban,TH | 84 | secondary,0.0,35,35
TH,53,secondary,Critical,81.4103978,4,45.0,83.011363635,0.9243930739119139,22.42561822931911,0.0498,0.024900000000000002,0.0997,47.5,-2.5,Non-Credible,Minor (<=10 km/h),urban,TH | 53 | secondary,0.0,36,36
TH,71,secondary,High Risk,55.0,58,84.3103448275862,75.98275862068965,0.11276413520080192,39.0625,0.0496,0.025,0.0994,48.888888888888886,35.55555555555556,Credible,Major (>20 km/h),urban,TH | 71 | secondary,0.0,37,37
TH,40,secondary,High Risk,55.180118438855224,45,83.66666666666667,66.76666666666667,0.09815674881841674,19.821194409999997,0.046099999999999995,0.023200000000000002,0.09230000000000001,50.0,35.75,Under-Speed,Investigate road condition,urban,TH | 40 | secondary,0.0,38,38
TH,21,secondary,High Risk,55.2382547990172,37,85.67567567567568,74.9054054054054,0.11719224238067621,14.757890559999998,0.0456,0.0225,0.091,50.526315789473685,34.21052631578947,Under-Speed,Major (>20 km/h),urban,TH | 21 | secondary,0.0,39,39
TH,30,secondary,Critical,84.18636363636364,5,46.0,84.4,0.8475271796422603,12.491983359999997,0.0454,0.0226,0.0907,50.0,-4.0,Non-Credible,No change needed,urban,TH | 30 | secondary,0.0,40,40
TH,52,secondary,High Risk,55.0,69,84.92753623188406,80.26811594202898,0.168385288978827,61.46559999999999,0.0433,0.0212,0.086,49.183673469387756,36.93877551020408,Credible,Major (>20 km/h),urban,TH | 52 | secondary,0.0,41,41
TH,22,secondary,High Risk,55.58433886060606,33,83.33333333333333,62.22727272727273,0.0976689197641036,24.785228883361825,0.0431,0.0216,0.0863,51.25,28.75,Under-Speed,Investigate road condition,urban,TH | 22 | secondary,0.0,42,42
TH,56,secondary,High Risk,55.0,30,83.83333333333333,74.36666666666666,0.11761406876840272,26.787094140624994,0.0428,0.0214,0.0857,48.57142857142857,37.5,Under-Speed,Investigate road condition,urban,TH | 56 | secondary,0.0,43,43
TH,84,secondary,Critical,75.66521034734849,4,40.0,72.4375,0.8287805145845549,6.8028376506249995,0.0414,0.0207,0.0829,52.5,-12.5,Non-Credible,No change needed,urban,TH | 84 | secondary,0.0,44,44
TH,72,secondary,High Risk,55.0,60,86.08333333333333,73.3375,0.07871816237648048,22.897720336914062,0.0412,0.0205,0.0827,49.375,37.03125,Credible,Major (>20 km/h),urban,TH | 72 | secondary,0.0,45,45
TH,24,trunk,Critical,70.04964,3,60.0,105.0,0.9583332196718608,12.580814891975308,0.0401,0.02,0.08,60.0,0.0,Non-Credible,No change needed,urban,TH | 24 | trunk,0.0,46,46
MH,urban_motorway,motorway,Critical,71.42579389579387,11,42.27272727272727,72.13892773892773,0.7850780170531987,1.8420597006250001,0.0394,0.0197,0.0787,67.27272727272727,-25.0,Non-Credible,No change needed,urban,MH | urban_motorway | motorway,0.0,47,47
TH,30,primary,Critical,74.15438823535354,9,55.55555555555556,86.88888888888889,0.8277780833230802,16.64966416,0.0381,0.0191,0.0761,50.0,5.555555555555555,Non-Credible,No change needed,urban,TH | 30 | primary,0.0,48,48
TH,40,primary,Critical,75.31285242017044,4,68.75,94.3125,0.713144108434283,118.59209999999997,0.036000000000000004,0.018000000000000002,0.0722,45.0,23.75,Low Credibility,Major (>20 km/h),urban,TH | 40 | primary,0.0,49,49
TH,30,primary,High Risk,54.58567975791246,9,84.44444444444444,111.0,0.7129623438544913,20.972736160000004,0.0351,0.0178,0.0703,58.888888888888886,25.555555555555557,Non-Credible,Moderate (11-20 km/h),rural,TH | 30 | primary,0.0,50,50
MH,urban_trunk,trunk,High Risk,58.87437099910552,7,40.714285714285715,60.68295739348371,0.7500979165055872,3.8415999999999992,0.0348,0.0175,0.0697,48.57142857142857,-7.857142857142857,Low Credibility,No change needed,urban,MH | urban_trunk | trunk,0.0,51,51
TH,65,trunk,Critical,76.19764833333332,5,80.0,104.8,0.7324996905958127,10.4976,0.0326,0.0163,0.06520000000000001,60.0,20.0,Non-Credible,Moderate (11-20 km/h),urban,TH | 65 | trunk,0.0,52,52
TH,83,primary,Critical,78.39927106363636,4,50.0,78.75,0.9135416823916205,12.491983359999997,0.0325,0.016300000000000002,0.065,50.0,0.0,Non-Credible,Minor (<=10 km/h),urban,TH | 83 | primary,0.0,53,53
TH,74,secondary,High Risk,55.0,24,83.33333333333333,63.3039772725,0.04516187422521253,88.443575308642,0.0322,0.016,0.064,38.0,44.0,Under-Speed,Investigate road condition,urban,TH | 74 | secondary,0.0,54,54
TH,44,primary,High Risk,56.16050736685606,13,89.23076923076923,114.57692307692308,0.65192306790581,22.585305760000008,0.0315,0.0157,0.06319999999999999,59.23076923076923,30.0,Non-Credible,Major (>20 km/h),rural,TH | 44 | primary,0.0,55,55
TH,94,trunk,Critical,72.56964,5,42.0,94.46666666600001,0.8443876027956836,12.580814891975308,0.0304,0.0151,0.060700000000000004,60.0,-18.0,Non-Credible,No change needed,urban,TH | 94 | trunk,0.0,56,56
TH,86,secondary,High Risk,55.057418900534756,51,84.03921568627452,73.54901960784314,0.10137866031164662,45.69760000000001,0.030100000000000002,0.014799999999999999,0.06,50.32258064516129,34.064516129032256,Credible,Major (>20 km/h),urban,TH | 86 | secondary,0.0,57,57
TH,60,secondary,High Risk,55.033534744715446,41,84.63414634146342,78.73780487804878,0.13144188999116085,15.06138481,0.0299,0.015,0.0601,50.3448275862069,34.827586206896555,Credible,Major (>20 km/h),urban,TH | 60 | secondary,0.0,58,58
TH,66,primary,High Risk,55.9824935530303,5,88.0,112.4,0.6950000284447951,13.032099999999998,0.0293,0.014700000000000001,0.058499999999999996,60.0,28.0,Non-Credible,Major (>20 km/h),rural,TH | 66 | primary,0.0,59,59
TH,25,secondary,High Risk,54.967590501149424,29,83.10344827586206,67.46551724137932,0.052588013812349434,57.19140625,0.0293,0.0148,0.058699999999999995,48.0,36.0,Under-Speed,Investigate road condition,urban,TH | 25 | secondary,0.0,60,60
TH,31,secondary,High Risk,55.41919961739131,23,85.04347826086956,76.86231884043478,0.18475874242296395,17.31891456,0.0287,0.0144,0.0575,48.8235294117647,36.8235294117647,Credible,Major (>20 km/h),urban,TH | 31 | secondary,0.0,61,61
TH,54,primary,High Risk,53.409493013257574,4,81.25,107.125,0.7440904733404595,11.503873847415122,0.0279,0.013900000000000001,0.0556,60.0,21.25,Non-Credible,Moderate (11-20 km/h),rural,TH | 54 | primary,0.0,62,62
TH,57,trunk,Critical,76.99234833333333,5,80.0,106.4,0.7433330921945883,11.297067901234566,0.0276,0.0138,0.055,60.0,20.0,Non-Credible,Moderate (11-20 km/h),urban,TH | 57 | trunk,0.0,63,63
TH,16,secondary,High Risk,55.0,34,85.73529411764706,77.79901960794118,0.12050277785791218,33.1776,0.0275,0.0141,0.0555,50.0,36.59090909090909,Credible,Major (>20 km/h),urban,TH | 16 | secondary,0.0,64,64
TH,67,secondary,High Risk,55.0,38,83.6842105263158,68.11184210526316,0.068847153705517,14.164684959999999,0.0269,0.0137,0.054200000000000005,50.0,34.61538461538461,Under-Speed,Investigate road condition,urban,TH | 67 | secondary,0.0,65,65
TH,65,secondary,High Risk,55.50780695675675,37,82.70270270270271,72.77702702702703,0.13053475958338406,16.0,0.0267,0.0135,0.0536,51.05263157894737,31.57894736842105,Under-Speed,Investigate road condition,urban,TH | 65 | secondary,0.0,66,66
TH,62,secondary,High Risk,55.0,19,86.10526315789474,84.30701754368421,0.16668656219557304,14.164684959999999,0.025,0.0124,0.0498,50.0,35.06666666666667,Credible,Major (>20 km/h),urban,TH | 62 | secondary,0.0,67,67
TH,53,secondary,High Risk,55.26782197777778,36,85.0,81.86805555555556,0.1916205398216791,20.199631360000005,0.0244,0.0124,0.0485,50.38461538461539,35.0,Credible,Major (>20 km/h),urban,TH | 53 | secondary,0.0,68,68
MH,urban_primary,primary,Moderate,51.388381276590906,3,41.666666666666664,59.69444444444445,0.7459440217205354,2.8561000000000005,0.0242,0.012,0.048299999999999996,50.0,-8.333333333333334,Low Credibility,No change needed,urban,MH | urban_primary | primary,0.0,69,69
TH,44,secondary,High Risk,55.17766133526936,36,83.61111111111111,76.29861111111111,0.14226082644762492,24.23446750640869,0.0241,0.0121,0.0487,51.0,33.0,Credible,Major (>20 km/h),urban,TH | 44 | secondary,0.0,70,70
TH,45,primary,Moderate,50.26693842045454,4,90.0,113.125,0.6241442357751,13.032099999999998,0.0235,0.0118,0.047,60.0,30.0,Non-Credible,Major (>20 km/h),rural,TH | 45 | primary,0.0,71,71
TH,21,primary,High Risk,56.60260592121211,3,70.0,92.0,0.6222220873564425,14.757890559999998,0.0234,0.0117,0.046900000000000004,53.333333333333336,16.666666666666668,Non-Credible,Major (>20 km/h),urban,TH | 21 | primary,0.0,72,72
TH,80,secondary,High Risk,55.15550953548387,62,84.2258064516129,69.53225806451613,0.08011526694115932,18.31605944976807,0.022699999999999998,0.0112,0.0451,50.0,34.28,Under-Speed,Investigate road condition,urban,TH | 80 | secondary,0.0,73,73
TH,13,primary,Critical,77.24950401818181,3,56.666666666666664,85.0,0.8388888118857744,23.425600000000006,0.0223,0.0111,0.0444,50.0,6.666666666666667,Non-Credible,No change needed,urban,TH | 13 | primary,0.0,74,74
TH,39,primary,High Risk,52.60011618771043,9,81.11111111111111,107.88888888888889,0.7134256883425777,13.032099999999998,0.0222,0.0112,0.044700000000000004,60.0,21.11111111111111,Non-Credible,Moderate (11-20 km/h),rural,TH | 39 | primary,0.0,75,75
TH,32,secondary,High Risk,55.494653064409725,24,84.58333333333333,76.47916666666667,0.14424241469762614,14.459006249999998,0.0209,0.0106,0.0423,51.1764705882353,34.11764705882353,Credible,Major (>20 km/h),urban,TH | 32 | secondary,0.0,76,76
TH,45,secondary,High Risk,55.21261543285985,32,82.8125,67.8177083334375,0.0859049421872108,13.589544959999998,0.0204,0.0102,0.0407,50.666666666666664,33.333333333333336,Under-Speed,Investigate road condition,urban,TH | 45 | secondary,0.0,77,77
TH,33,primary,High Risk,52.64554888848484,5,82.0,107.0,0.7158331523870178,20.972736160000004,0.0196,0.0098,0.0395,58.0,24.0,Non-Credible,Moderate (11-20 km/h),rural,TH | 33 | primary,0.0,78,78
TH,41,secondary,High Risk,55.0,40,84.875,67.3125,0.03982565435615955,19.21760654449463,0.019,0.0094,0.0383,47.77777777777778,36.388888888888886,Under-Speed,Investigate road condition,urban,TH | 41 | secondary,0.0,79,79
TH,70,secondary,Critical,72.23921416060605,4,61.5,97.75,0.7192594971278454,16.0,0.0189,0.009399999999999999,0.0379,55.0,6.5,Non-Credible,No change needed,rural,TH | 70 | secondary,0.0,80,80
TH,14,primary,Critical,70.12111992727273,4,72.5,97.75,0.7249998611330104,16.0,0.018500000000000003,0.0093,0.037000000000000005,50.0,22.5,Low Credibility,Major (>20 km/h),urban,TH | 14 | primary,0.0,81,81
TH,73,secondary,High Risk,55.0,27,83.81481481481481,64.0,0.036343340879998264,24.87792716049383,0.0177,0.0088,0.035500000000000004,50.0,37.5,Under-Speed,Investigate road condition,urban,TH | 73 | secondary,0.0,82,82
TH,31,primary,Critical,81.03336168863635,4,75.0,102.5,0.7562490838178056,26.08757775999999,0.0174,0.0086,0.0346,50.0,25.0,Non-Credible,Major (>20 km/h),urban,TH | 31 | primary,0.0,83,83
TH,32,primary,High Risk,55.302394954545456,4,84.0,115.55,0.6522399115983977,28.179280429056014,0.0173,0.0086,0.0345,57.5,26.5,Non-Credible,Major (>20 km/h),rural,TH | 32 | primary,0.0,84,84
TH,26,secondary,High Risk,55.0,14,87.85714285714286,80.5,0.1080748424889532,13.589544959999998,0.0168,0.0084,0.0332,50.0,37.0,Credible,Major (>20 km/h),urban,TH | 26 | secondary,0.0,85,85
TH,72,primary,High Risk,56.84240815113636,4,87.5,108.375,0.6209882094217579,23.425600000000006,0.0168,0.0085,0.0336,55.0,32.5,Low Credibility,Major (>20 km/h),rural,TH | 72 | primary,0.0,86,86
TH,77,secondary,High Risk,55.04033042336025,76,86.84210526315789,73.17763157894737,0.07165744397388502,27.98409999999999,0.0165,0.0081,0.0331,50.0,37.05882352941177,Under-Speed,Investigate road condition,urban,TH | 77 | secondary,0.0,87,87
TH,81,secondary,High Risk,55.0,12,84.16666666666667,58.708333333333336,0.013607664985266459,16.0,0.0164,0.0082,0.0327,38.0,48.0,Under-Speed,Investigate road condition,urban,TH | 81 | secondary,0.0,88,88
TH,27,secondary,High Risk,55.52181264301948,14,85.71428571428571,78.46428571428571,0.19260855365790283,16.64966416,0.0158,0.0079,0.0315,52.0,34.0,Credible,Major (>20 km/h),urban,TH | 27 | secondary,0.0,89,89
TH,62,primary,High Risk,55.872651507024784,11,86.36363636363636,110.63636363636364,0.6863629620360437,22.585305760000008,0.0157,0.0079,0.0316,57.27272727272727,29.09090909090909,Non-Credible,Major (>20 km/h),rural,TH | 62 | primary,0.0,90,90
TH,34,secondary,High Risk,55.04891467823691,33,82.72727272727273,65.47727272727273,0.06790637512585271,27.98409999999999,0.0157,0.008,0.0315,50.0,32.72727272727273,Under-Speed,Investigate road condition,urban,TH | 34 | secondary,0.0,91,91
TH,40,secondary,Critical,81.00677673838383,6,78.33333333333333,102.88888888833333,0.6159147314125987,18.008140960000002,0.0156,0.0078000000000000005,0.0311,53.333333333333336,25.0,Non-Credible,Major (>20 km/h),urban,TH | 40 | secondary,0.0,92,92
TH,17,secondary,High Risk,55.0,16,85.625,79.46875,0.15522670241842593,17.31891456,0.0152,0.0077,0.030699999999999998,48.333333333333336,36.666666666666664,Credible,Major (>20 km/h),urban,TH | 17 | secondary,0.0,93,93
TH,57,secondary,High Risk,55.86349093679654,42,79.52380952380952,70.46428571428571,0.1704581761914687,19.448100000000004,0.0147,0.0072,0.029,52.10526315789474,23.42105263157895,Under-Speed,Investigate road condition,urban,TH | 57 | secondary,0.0,94,94
TH,44,primary,Critical,84.21603432121209,3,66.66666666666667,97.0,0.7722214601970524,27.98409999999999,0.0143,0.0071,0.0285,50.0,16.666666666666668,Non-Credible,Major (>20 km/h),urban,TH | 44 | primary,0.0,95,95
TH,39,primary,Critical,75.91935264507575,6,56.666666666666664,89.5,0.7587586187078864,16.64966416,0.0137,0.0068000000000000005,0.027200000000000002,50.0,6.666666666666667,Non-Credible,Minor (<=10 km/h),urban,TH | 39 | primary,0.0,96,96
TH,67,trunk,Critical,74.45994416666667,4,85.0,108.25,0.7041664227704164,12.580814891975308,0.0137,0.006899999999999999,0.0276,60.0,25.0,Non-Credible,Major (>20 km/h),urban,TH | 67 | trunk,0.0,97,97
TH,71,primary,Critical,78.62213242727272,4,77.5,99.875,0.6521410216873107,18.008140960000002,0.013500000000000002,0.0068000000000000005,0.027100000000000003,50.0,27.5,Non-Credible,Major (>20 km/h),urban,TH | 71 | primary,0.0,98,98
TH,72,primary,Critical,80.01889538181817,5,72.0,109.4,0.843332519022044,27.023362559999992,0.0135,0.0067,0.0269,50.0,22.0,Non-Credible,Minor (<=10 km/h),urban,TH | 72 | primary,0.0,99,99
TH,53,trunk,Critical,71.71437910984847,4,85.0,110.25,0.6781252453154548,12.580814891975308,0.0133,0.0066,0.0265,60.0,25.0,Non-Credible,Major (>20 km/h),urban,TH | 53 | trunk,0.0,100,100
TH,36,secondary,High Risk,54.95,32,83.21875,68.21875,0.06021340775394409,11.462287360000001,0.0124,0.006,0.0246,50.0,36.15384615384615,Under-Speed,Investigate road condition,urban,TH | 36 | secondary,0.0,101,101
TH,63,secondary,High Risk,55.373945454545456,18,84.44444444444444,78.33333333333333,0.17612237525717617,15.36953616,0.0121,0.0062,0.0247,50.0,34.166666666666664,Credible,Major (>20 km/h),urban,TH | 63 | secondary,0.0,102,102
TH,24,secondary,High Risk,55.0,18,82.77777777777777,64.6064814811111,0.07397065361285131,144.4269827160494,0.011699999999999999,0.0059,0.0235,45.0,38.333333333333336,Under-Speed,Investigate road condition,urban,TH | 24 | secondary,0.0,103,103
TH,50,primary,Critical,74.7673222,3,46.666666666666664,75.66666666666667,0.8322220392984954,7.233948159999998,0.0114,0.0056,0.0227,50.0,-3.3333333333333335,Non-Credible,No change needed,urban,TH | 50 | primary,0.0,104,104
TH,14,primary,High Risk,52.58744919151515,5,84.0,106.6,0.6658322855483336,13.589544959999998,0.011099999999999999,0.0054,0.0218,58.0,26.0,Non-Credible,Major (>20 km/h),rural,TH | 14 | primary,0.0,105,105
TH,23,secondary,High Risk,55.0,20,87.0,75.0,0.06062462055004649,20.87490432128907,0.0109,0.0053,0.0218,49.09090909090909,40.0,Credible,Major (>20 km/h),urban,TH | 23 | secondary,0.0,106,106
TH,64,secondary,High Risk,55.0,46,83.26086956521739,74.08695652173913,0.09152991465938247,48.08651975308642,0.0103,0.0048000000000000004,0.0206,48.4,35.2,Under-Speed,Major (>20 km/h),urban,TH | 64 | secondary,0.0,107,107
TH,39,secondary,High Risk,58.21386373333333,6,75.33333333333333,81.625,0.3255678728304839,9.59512576,0.0099,0.005,0.0201,54.0,18.4,Credible,Major (>20 km/h),urban,TH | 39 | secondary,0.0,108,108
TH,95,primary,Critical,79.7673222,4,37.5,94.125,0.9216689636220557,19.821194409999997,0.0091,0.0045,0.0182,50.0,-12.5,Non-Credible,No change needed,urban,TH | 95 | primary,0.0,109,109
MH,urban_primary,primary,Critical,79.65800394021761,12,27.083333333333332,55.027314814814815,0.654527103961637,16.815125390624996,0.0087,0.0044,0.0175,44.166666666666664,-17.083333333333332,Non-Credible,No change needed,urban,MH | urban_primary | primary,0.0,110,110
MH,rural_secondary,secondary,Critical,68.15372440412095,37,52.83783783783784,81.29504504504504,0.8346844350569066,9.16636176,0.0086,0.004,0.0177,57.83783783783784,-5.0,Non-Credible,No change needed,rural,MH | rural_secondary | secondary,0.0,111,111
TH,75,secondary,High Risk,55.0,8,83.75,73.5625,0.06314060687008546,8.352099999999998,0.0084,0.0042,0.0169,50.0,34.0,Credible,Major (>20 km/h),urban,TH | 75 | secondary,0.0,112,112
TH,76,secondary,High Risk,55.99104889272727,20,80.0,69.45,0.15305566657515252,17.093630864197525,0.0084,0.0041,0.0167,50.0,22.22222222222222,Under-Speed,Investigate road condition,urban,TH | 76 | secondary,0.0,113,113
TH,46,secondary,High Risk,55.0,8,82.5,71.25,0.05979384713638783,9.59512576,0.0079,0.0039,0.0158,50.0,32.0,Credible,Major (>20 km/h),urban,TH | 46 | secondary,0.0,114,114
TH,60,trunk,Critical,72.69895414141412,3,66.66666666666667,107.0,0.7555538762968584,14.459006249999998,0.0078,0.0039,0.0156,60.0,6.666666666666667,Non-Credible,Major (>20 km/h),urban,TH | 60 | trunk,0.0,115,115
TH,54,secondary,High Risk,55.0,17,82.3529411764706,72.82352941176471,0.10973074241437539,23.96255471191406,0.0077,0.0036,0.0153,49.166666666666664,34.166666666666664,Credible,Major (>20 km/h),urban,TH | 54 | secondary,0.0,116,116
MH,urban_primary,primary,High Risk,57.21325698681818,4,33.75,54.375,0.7218361452417008,3.421020160000001,0.0074,0.0036,0.014700000000000001,47.5,-13.75,Non-Credible,No change needed,urban,MH | urban_primary | primary,0.0,117,117
