segment_id,country_code,road_class_norm,land_use,speed_limit,ss_limit,ml_predicted_sss,ml_predicted_band,ml_shap_top_feature,ml_confidence
SE/7193,MH,secondary,rural,80.0,60.0,28.387781,Acceptable,unavailable,1.2146723
SE/4157,MH,secondary,rural,80.0,60.0,28.698387,Acceptable,unavailable,3.074314
TR/12509,MH,trunk,rural,80.0,90.0,21.913017,Acceptable,unavailable,1.8790667
PR/3417,MH,primary,urban,80.0,50.0,44.92514,Moderate,unavailable,0.5259887
TR/13746,MH,trunk,urban,80.0,60.0,33.924416,Acceptable,unavailable,0.948638
TR/13740,MH,trunk,urban,80.0,60.0,37.191475,Moderate,unavailable,0.63843316
TR/11617,MH,trunk,rural,80.0,90.0,17.71605,Acceptable,unavailable,0.8404163
TR/13741,MH,trunk,urban,80.0,60.0,36.9508,Moderate,unavailable,1.0391413
TR/13734,MH,trunk,urban,80.0,60.0,37.91066,Moderate,unavailable,0.9302429
PR/1825,MH,primary,rural,80.0,60.0,27.228252,Acceptable,unavailable,1.4418356
SE/7224,MH,secondary,rural,80.0,60.0,29.556004,Acceptable,unavailable,0.9339201
SE/9207,MH,secondary,rural,80.0,60.0,26.091837,Acceptable,unavailable,1.537891
SE/9209,MH,secondary,rural,80.0,60.0,32.28554,Acceptable,unavailable,1.7736006
TR/13669,MH,trunk,rural,80.0,90.0,20.351713,Acceptable,unavailable,2.0236206
PR/3415,MH,primary,rural,80.0,60.0,29.713362,Acceptable,unavailable,0.8195377
SE/4180,MH,secondary,rural,80.0,60.0,29.26232,Acceptable,unavailable,1.0085093
PR/1086,MH,primary,rural,80.0,60.0,30.513966,Acceptable,unavailable,0.47371465
SE/9561,MH,secondary,rural,80.0,60.0,33.53753,Acceptable,unavailable,2.278551
PR/2491,MH,primary,rural,80.0,60.0,29.507874,Acceptable,unavailable,1.762965
TR/12504,MH,trunk,urban,80.0,60.0,39.19047,Moderate,unavailable,2.9012256
TR/14025,MH,trunk,rural,80.0,90.0,21.970476,Acceptable,unavailable,1.7347463
SE/7595,MH,secondary,rural,80.0,60.0,26.772346,Acceptable,unavailable,0.888981
TR/12441,MH,trunk,rural,80.0,90.0,24.65983,Acceptable,unavailable,1.2281373
TR/11939,MH,trunk,rural,80.0,90.0,25.423779,Acceptable,unavailable,2.3593426
TR/13671,MH,trunk,rural,80.0,90.0,19.674807,Acceptable,unavailable,1.5013411
TR/14024,MH,trunk,rural,80.0,90.0,21.970476,Acceptable,unavailable,1.7682586
SE/7654,MH,secondary,rural,80.0,60.0,28.195574,Acceptable,unavailable,1.3915328
TR/14061,MH,trunk,rural,80.0,90.0,22.754248,Acceptable,unavailable,0.47825333
TR/13743,MH,trunk,urban,80.0,60.0,39.584873,Moderate,unavailable,1.7668455
TR/14062,MH,trunk,rural,80.0,90.0,22.566103,Acceptable,unavailable,0.40052658
TR/13744,MH,trunk,urban,80.0,60.0,32.497528,Acceptable,unavailable,0.9394948
TR/14008,MH,trunk,rural,80.0,90.0,20.787994,Acceptable,unavailable,0.9258444
TR/14014,MH,trunk,rural,80.0,90.0,21.4737,Acceptable,unavailable,1.5051371
PR/1334,MH,primary,rural,80.0,60.0,31.080997,Acceptable,unavailable,1.7001439
TR/14013,MH,trunk,rural,80.0,90.0,24.84629,Acceptable,unavailable,2.098634
TR/13800,MH,trunk,rural,80.0,90.0,18.608109,Acceptable,unavailable,0.4597754
TR/14081,MH,trunk,urban,80.0,60.0,34.34541,Acceptable,unavailable,0.9267983
TR/12133,MH,trunk,rural,80.0,90.0,22.567179,Acceptable,unavailable,1.6506373
TR/13739,MH,trunk,rural,80.0,90.0,23.122627,Acceptable,unavailable,1.1182612
TR/12593,MH,trunk,rural,80.0,90.0,20.50305,Acceptable,unavailable,1.4971498
TR/12986,MH,trunk,rural,80.0,90.0,18.456911,Acceptable,unavailable,0.77886194
TR/14016,MH,trunk,rural,80.0,90.0,19.353642,Acceptable,unavailable,1.8953006
TR/14015,MH,trunk,rural,80.0,90.0,19.353642,Acceptable,unavailable,1.8953006
TR/13837,MH,trunk,urban,80.0,60.0,39.009464,Moderate,unavailable,3.3571615
TR/14005,MH,trunk,rural,80.0,90.0,18.136616,Acceptable,unavailable,1.2286168
SE/7531,MH,secondary,urban,80.0,50.0,46.144028,Moderate,unavailable,0.9769388
TR/13879,MH,trunk,urban,80.0,60.0,39.234898,Moderate,unavailable,2.4989731
TR/10929,MH,trunk,rural,80.0,90.0,20.576418,Acceptable,unavailable,0.94067085
TR/11506,MH,trunk,rural,80.0,90.0,17.72036,Acceptable,unavailable,0.72314906
TR/14007,MH,trunk,rural,80.0,90.0,19.310682,Acceptable,unavailable,1.020619
TR/13878,MH,trunk,urban,80.0,60.0,39.234898,Moderate,unavailable,2.3046553
TR/13894,MH,trunk,rural,80.0,90.0,18.666826,Acceptable,unavailable,1.1643
TR/12853,MH,trunk,rural,80.0,90.0,18.126274,Acceptable,unavailable,0.9420549
TR/13161,MH,trunk,urban,80.0,60.0,39.196587,Moderate,unavailable,1.4672194
TR/13876,MH,trunk,rural,80.0,90.0,19.419542,Acceptable,unavailable,1.0263757
TR/13738,MH,trunk,urban,80.0,60.0,38.46091,Moderate,unavailable,1.590209
TR/13673,MH,trunk,rural,80.0,90.0,19.294277,Acceptable,unavailable,0.74069756
TR/12854,MH,trunk,rural,80.0,90.0,18.19951,Acceptable,unavailable,1.032826
TR/12594,MH,trunk,rural,80.0,90.0,24.23451,Acceptable,unavailable,1.4457351
TR/13823,MH,trunk,urban,80.0,60.0,37.952175,Moderate,unavailable,1.0328588
TR/13302,MH,trunk,rural,80.0,90.0,16.033113,Acceptable,unavailable,0.68608576
TR/13822,MH,trunk,urban,80.0,60.0,38.991333,Moderate,unavailable,1.5513607
TR/13948,MH,trunk,rural,80.0,90.0,24.02289,Acceptable,unavailable,0.7242211
SE/7202,MH,secondary,rural,80.0,60.0,28.553753,Acceptable,unavailable,1.8429397
TR/13006,MH,trunk,rural,80.0,90.0,19.452606,Acceptable,unavailable,0.8574028
TR/13949,MH,trunk,rural,80.0,90.0,24.004665,Acceptable,unavailable,0.53582776
TR/13910,MH,trunk,rural,80.0,90.0,22.102623,Acceptable,unavailable,1.6758168
TR/13007,MH,trunk,rural,80.0,90.0,20.058083,Acceptable,unavailable,0.90911996
TR/14042,MH,trunk,rural,80.0,90.0,17.87848,Acceptable,unavailable,1.0255458
TR/13623,MH,trunk,urban,80.0,60.0,37.040096,Moderate,unavailable,0.7303522
PR/3672,MH,primary,urban,80.0,50.0,46.946217,Moderate,unavailable,0.2833321
TR/12158,MH,trunk,rural,80.0,90.0,18.251997,Acceptable,unavailable,0.5087089
TR/13622,MH,trunk,urban,80.0,60.0,35.35712,Moderate,unavailable,0.9800005
TR/12990,MH,trunk,rural,80.0,90.0,25.134735,Acceptable,unavailable,1.4649836
TR/12564,MH,trunk,rural,80.0,90.0,25.697664,Acceptable,unavailable,2.5622976
SE/4160,MH,secondary,rural,80.0,60.0,30.342695,Acceptable,unavailable,1.0174057
TR/14019,MH,trunk,rural,80.0,90.0,22.556532,Acceptable,unavailable,2.3257
TR/13881,MH,trunk,urban,80.0,60.0,36.055916,Moderate,unavailable,1.0173756
TR/13675,MH,trunk,urban,80.0,60.0,37.136326,Moderate,unavailable,1.0105013
TR/14046,MH,trunk,rural,80.0,90.0,27.22195,Acceptable,unavailable,2.1840944
TR/14078,MH,trunk,rural,80.0,90.0,21.653412,Acceptable,unavailable,0.9578843
TR/13666,MH,trunk,rural,80.0,90.0,19.364286,Acceptable,unavailable,3.1722524
TR/14045,MH,trunk,rural,80.0,90.0,27.316235,Acceptable,unavailable,2.128708
SE/5547,MH,secondary,rural,80.0,60.0,29.011143,Acceptable,unavailable,1.1560133
TR/13780,MH,trunk,rural,80.0,90.0,18.450472,Acceptable,unavailable,1.274665
TR/12616,MH,trunk,rural,80.0,90.0,23.744398,Acceptable,unavailable,1.4034418
TR/11911,MH,trunk,rural,80.0,90.0,16.53588,Acceptable,unavailable,1.8561356
TR/14080,MH,trunk,rural,80.0,90.0,17.39761,Acceptable,unavailable,0.54860604
TR/13911,MH,trunk,rural,80.0,90.0,18.958107,Acceptable,unavailable,1.1004436
TR/12358,MH,trunk,urban,80.0,60.0,33.90685,Acceptable,unavailable,0.68074363
TR/14077,MH,trunk,rural,80.0,90.0,20.75094,Acceptable,unavailable,1.6621947
TR/14032,MH,trunk,rural,80.0,90.0,20.212774,Acceptable,unavailable,1.0853732
TR/12858,MH,trunk,rural,80.0,90.0,19.957842,Acceptable,unavailable,0.5675167
TR/13900,MH,trunk,rural,80.0,90.0,22.336817,Acceptable,unavailable,0.80462277
TR/14041,MH,trunk,rural,80.0,90.0,19.868006,Acceptable,unavailable,1.8253783
SE/8797,MH,secondary,urban,80.0,50.0,49.25007,Moderate,unavailable,1.0265001
TR/13533,MH,trunk,rural,80.0,90.0,18.440037,Acceptable,unavailable,0.7940994
TR/14074,MH,trunk,rural,80.0,90.0,20.243996,Acceptable,unavailable,1.341112
TR/13667,MH,trunk,rural,80.0,90.0,14.587487,Acceptable,unavailable,1.5198972
TR/12561,MH,trunk,rural,80.0,90.0,26.516844,Acceptable,unavailable,1.1257118
TR/11100,MH,trunk,rural,80.0,90.0,22.193352,Acceptable,unavailable,2.0489898
TR/13839,MH,trunk,urban,80.0,60.0,38.361103,Moderate,unavailable,1.8772311
TR/13909,MH,trunk,rural,80.0,90.0,20.771482,Acceptable,unavailable,0.9148734
TR/12357,MH,trunk,urban,80.0,60.0,34.56034,Acceptable,unavailable,0.6970755
TR/13676,MH,trunk,rural,80.0,90.0,19.357937,Acceptable,unavailable,1.0180808
PR/1192,MH,primary,rural,80.0,60.0,31.91933,Acceptable,unavailable,1.2286929
TR/13779,MH,trunk,rural,80.0,90.0,17.902262,Acceptable,unavailable,1.3824999
TR/13824,MH,trunk,urban,80.0,60.0,39.512398,Moderate,unavailable,1.9957426
TR/12989,MH,trunk,rural,80.0,90.0,21.118496,Acceptable,unavailable,1.0500895
TR/12739,MH,trunk,urban,80.0,60.0,49.14135,Moderate,unavailable,6.068824
TR/13842,MH,trunk,rural,80.0,90.0,22.370457,Acceptable,unavailable,0.39923093
TR/11023,MH,trunk,rural,80.0,90.0,19.968779,Acceptable,unavailable,0.7106886
TR/13841,MH,trunk,rural,80.0,90.0,22.804338,Acceptable,unavailable,1.9127631
TR/11276,MH,trunk,rural,80.0,90.0,17.157078,Acceptable,unavailable,0.513107
TR/12571,MH,trunk,rural,80.0,90.0,24.153297,Acceptable,unavailable,1.4006194
TR/13947,MH,trunk,rural,80.0,90.0,21.327757,Acceptable,unavailable,0.4924859
TR/13677,MH,trunk,rural,80.0,90.0,16.817549,Acceptable,unavailable,0.60574263
TR/13715,MH,trunk,urban,80.0,60.0,37.79586,Moderate,unavailable,1.6724483
PR/683,MH,primary,urban,80.0,50.0,45.877163,Moderate,unavailable,0.7362515
TR/12763,MH,trunk,rural,80.0,90.0,23.029135,Acceptable,unavailable,0.83705294
TR/12343,MH,trunk,urban,80.0,60.0,35.217648,Moderate,unavailable,0.47354856
TR/13672,MH,trunk,rural,80.0,90.0,19.120136,Acceptable,unavailable,2.15754
TR/13668,MH,trunk,rural,80.0,90.0,19.023918,Acceptable,unavailable,1.3639737
TR/13888,MH,trunk,rural,80.0,90.0,20.73868,Acceptable,unavailable,1.3947649
TR/13811,MH,trunk,rural,80.0,90.0,20.054415,Acceptable,unavailable,1.2560343
TR/12186,MH,trunk,urban,80.0,60.0,34.385666,Acceptable,unavailable,0.06609465
TR/13945,MH,trunk,rural,80.0,90.0,22.022087,Acceptable,unavailable,2.2356076
TR/12336,MH,trunk,rural,80.0,90.0,27.096401,Acceptable,unavailable,1.450539
TR/13658,MH,trunk,urban,80.0,60.0,36.979805,Moderate,unavailable,2.3800013
TR/13364,MH,trunk,rural,80.0,90.0,19.972178,Acceptable,unavailable,0.74622023
TR/12418,MH,trunk,rural,80.0,90.0,18.578566,Acceptable,unavailable,1.7937809
TR/13873,MH,trunk,rural,80.0,90.0,20.85816,Acceptable,unavailable,1.1204363
PR/2213,MH,primary,rural,80.0,60.0,36.38048,Moderate,unavailable,0.92432404
PR/2215,MH,primary,rural,80.0,60.0,32.61951,Acceptable,unavailable,1.158983
TR/13679,MH,trunk,rural,80.0,90.0,22.424978,Acceptable,unavailable,1.657729
TR/12911,MH,trunk,urban,80.0,60.0,36.198837,Moderate,unavailable,1.479207
TR/13655,MH,trunk,rural,80.0,90.0,16.69319,Acceptable,unavailable,0.50498
TR/10926,MH,trunk,rural,80.0,90.0,20.403988,Acceptable,unavailable,0.5911627
TR/14050,MH,trunk,urban,80.0,60.0,39.179943,Moderate,unavailable,0.9682279
TR/13438,MH,trunk,rural,80.0,90.0,19.006987,Acceptable,unavailable,1.313536
TR/13794,MH,trunk,urban,80.0,60.0,38.610886,Moderate,unavailable,1.1498295
TR/13901,MH,trunk,rural,80.0,90.0,20.997286,Acceptable,unavailable,1.0244564
TR/13716,MH,trunk,urban,80.0,60.0,37.849842,Moderate,unavailable,0.91969645
TR/13721,MH,trunk,rural,80.0,90.0,24.82027,Acceptable,unavailable,2.0170705
TR/10928,MH,trunk,rural,80.0,90.0,18.862953,Acceptable,unavailable,1.00709
TR/14059,MH,trunk,rural,80.0,90.0,18.506907,Acceptable,unavailable,1.5478382
TR/12912,MH,trunk,urban,80.0,60.0,35.85807,Moderate,unavailable,1.5490797
TR/12643,MH,trunk,rural,80.0,90.0,19.222948,Acceptable,unavailable,0.7067176
TR/12855,MH,trunk,rural,80.0,90.0,20.320475,Acceptable,unavailable,0.9342739
TR/14058,MH,trunk,rural,80.0,90.0,17.544441,Acceptable,unavailable,1.5908583
TR/13840,MH,trunk,rural,80.0,90.0,18.545715,Acceptable,unavailable,0.80943775
TR/12365,MH,trunk,urban,80.0,60.0,42.509598,Moderate,unavailable,2.3304284
TR/13363,MH,trunk,rural,80.0,90.0,20.063631,Acceptable,unavailable,1.3429478
TR/13816,MH,trunk,rural,80.0,90.0,19.604809,Acceptable,unavailable,1.2602972
SE/6274,MH,secondary,urban,80.0,50.0,50.133583,Moderate,unavailable,1.0743297
TR/12355,MH,trunk,rural,80.0,90.0,18.511177,Acceptable,unavailable,1.455055
TR/13995,MH,trunk,rural,80.0,90.0,21.79267,Acceptable,unavailable,1.5172744
TR/13946,MH,trunk,rural,80.0,90.0,19.77688,Acceptable,unavailable,1.0918704
TR/13609,MH,trunk,urban,80.0,60.0,34.39885,Acceptable,unavailable,0.45166865
TR/13831,MH,trunk,rural,80.0,90.0,19.35329,Acceptable,unavailable,0.71023464
TR/13683,MH,trunk,rural,80.0,90.0,19.887136,Acceptable,unavailable,0.9691478
TR/13898,MH,trunk,rural,80.0,90.0,16.87366,Acceptable,unavailable,1.1146302
TR/12332,MH,trunk,rural,80.0,90.0,18.24185,Acceptable,unavailable,1.0697669
TR/13389,MH,trunk,urban,80.0,60.0,34.08568,Acceptable,unavailable,0.43836707
TR/13678,MH,trunk,rural,80.0,90.0,22.588322,Acceptable,unavailable,0.4669742
TR/13815,MH,trunk,rural,80.0,90.0,18.57327,Acceptable,unavailable,1.92478
TR/13608,MH,trunk,urban,80.0,60.0,34.8461,Acceptable,unavailable,0.9610912
TR/13903,MH,trunk,rural,80.0,90.0,16.991404,Acceptable,unavailable,1.2156727
TR/13659,MH,trunk,rural,80.0,90.0,18.892424,Acceptable,unavailable,1.1780299
TR/13624,MH,trunk,urban,80.0,60.0,46.15797,Moderate,unavailable,1.8365302
TR/13928,MH,trunk,rural,80.0,90.0,20.971144,Acceptable,unavailable,0.45999098
TR/13043,MH,trunk,rural,80.0,90.0,20.391232,Acceptable,unavailable,0.9879873
TR/13670,MH,trunk,rural,80.0,90.0,20.63808,Acceptable,unavailable,0.902458
TR/13390,MH,trunk,urban,80.0,60.0,33.674206,Acceptable,unavailable,0.6757577
TR/13929,MH,trunk,rural,80.0,90.0,20.971144,Acceptable,unavailable,0.5149933
TR/12697,MH,trunk,rural,80.0,90.0,19.949114,Acceptable,unavailable,1.3960325
TR/13850,MH,trunk,rural,80.0,90.0,25.470098,Acceptable,unavailable,2.0309339
TR/13714,MH,trunk,rural,80.0,90.0,19.90698,Acceptable,unavailable,0.5496781
TR/13727,MH,trunk,rural,80.0,90.0,20.87711,Acceptable,unavailable,1.1255307
TR/13625,MH,trunk,urban,80.0,60.0,46.204464,Moderate,unavailable,1.3298194
TR/13166,MH,trunk,rural,80.0,90.0,16.919497,Acceptable,unavailable,1.152422
TR/13687,MH,trunk,rural,80.0,90.0,22.169352,Acceptable,unavailable,0.91772836
TR/14063,MH,trunk,rural,80.0,90.0,19.904171,Acceptable,unavailable,1.3543265
SE/9975,MH,secondary,urban,80.0,50.0,44.450947,Moderate,unavailable,0.28793597
TR/13656,MH,trunk,rural,80.0,90.0,20.372389,Acceptable,unavailable,1.1786383
TR/13880,MH,trunk,rural,80.0,90.0,26.870483,Acceptable,unavailable,2.3333926
PR/3835,MH,primary,rural,80.0,60.0,30.707592,Acceptable,unavailable,1.3825126
TR/13652,MH,trunk,rural,80.0,90.0,21.795897,Acceptable,unavailable,1.1323197
PR/4064,MH,primary,rural,80.0,60.0,29.376549,Acceptable,unavailable,0.87083447
TR/13646,MH,trunk,urban,80.0,60.0,38.335712,Moderate,unavailable,1.657141
TR/13869,MH,trunk,rural,80.0,90.0,20.625502,Acceptable,unavailable,1.4766865
TR/11941,MH,trunk,rural,80.0,90.0,17.853634,Acceptable,unavailable,0.9387794
TR/13934,MH,trunk,urban,80.0,60.0,40.504406,Moderate,unavailable,2.7195904
TR/13765,MH,trunk,urban,80.0,60.0,35.637714,Moderate,unavailable,0.79093754
TR/13899,MH,trunk,rural,80.0,90.0,17.280033,Acceptable,unavailable,1.1227555
TR/13720,MH,trunk,rural,80.0,90.0,20.852703,Acceptable,unavailable,1.099909
TR/11232,MH,trunk,rural,80.0,90.0,18.152245,Acceptable,unavailable,0.70675147
TR/13651,MH,trunk,rural,80.0,90.0,21.420876,Acceptable,unavailable,1.0033455
TR/13925,MH,trunk,rural,80.0,90.0,24.30644,Acceptable,unavailable,0.99143285
TR/14060,MH,trunk,rural,80.0,90.0,21.589418,Acceptable,unavailable,1.9419179
TR/13649,MH,trunk,rural,80.0,90.0,16.347506,Acceptable,unavailable,1.2326134
TR/13647,MH,trunk,urban,80.0,60.0,37.726475,Moderate,unavailable,1.539591
TR/13902,MH,trunk,rural,80.0,90.0,25.027555,Acceptable,unavailable,0.83309895
PR/3308,MH,primary,urban,80.0,50.0,45.750343,Moderate,unavailable,0.23762323
TR/14052,MH,trunk,urban,80.0,60.0,40.40944,Moderate,unavailable,2.1232135
TR/13917,MH,trunk,urban,80.0,60.0,34.475735,Acceptable,unavailable,0.8322072
TR/10895,MH,trunk,rural,80.0,90.0,20.327585,Acceptable,unavailable,2.0094008
TR/14053,MH,trunk,urban,80.0,60.0,42.177486,Moderate,unavailable,2.4441702
TR/13165,MH,trunk,rural,80.0,90.0,21.483438,Acceptable,unavailable,1.1631263
TR/11914,MH,trunk,rural,80.0,90.0,23.270193,Acceptable,unavailable,0.69469166
TR/13871,MH,trunk,rural,80.0,90.0,23.869295,Acceptable,unavailable,1.1115022
TR/13691,MH,trunk,rural,80.0,90.0,21.610975,Acceptable,unavailable,0.9262173
TR/13905,MH,trunk,urban,80.0,60.0,40.34102,Moderate,unavailable,1.5713772
TR/13645,MH,trunk,rural,80.0,90.0,19.838171,Acceptable,unavailable,0.48511112
TR/10939,MH,trunk,rural,80.0,90.0,19.637144,Acceptable,unavailable,0.59620595
TR/13694,MH,trunk,urban,80.0,60.0,35.36066,Moderate,unavailable,1.2460368
TR/13933,MH,trunk,rural,80.0,90.0,18.602423,Acceptable,unavailable,0.6999738
TR/13702,MH,trunk,rural,80.0,90.0,22.080738,Acceptable,unavailable,0.5047973
PR/2525,MH,primary,urban,80.0,50.0,45.267666,Moderate,unavailable,0.25873533
TR/10938,MH,trunk,rural,80.0,90.0,19.590216,Acceptable,unavailable,0.5202511
TR/13851,MH,trunk,urban,80.0,60.0,36.717262,Moderate,unavailable,1.8264108
TR/13994,MH,trunk,rural,80.0,90.0,20.930185,Acceptable,unavailable,0.46687436
TR/13708,MH,trunk,rural,80.0,90.0,19.926752,Acceptable,unavailable,0.9178896
TR/13342,MH,trunk,urban,80.0,60.0,35.779556,Moderate,unavailable,1.1598849
TR/13703,MH,trunk,rural,80.0,90.0,21.936665,Acceptable,unavailable,0.35842082
PR/2963,MH,primary,urban,80.0,50.0,45.861946,Moderate,unavailable,0.37922743
TR/11629,MH,trunk,rural,80.0,90.0,20.88535,Acceptable,unavailable,0.9582374
PR/3704,MH,primary,urban,80.0,50.0,43.296303,Moderate,unavailable,1.1980246
TR/12727,MH,trunk,urban,80.0,60.0,35.682903,Moderate,unavailable,1.7293131
TR/12335,MH,trunk,rural,80.0,90.0,23.93104,Acceptable,unavailable,1.9118481
TR/12726,MH,trunk,urban,80.0,60.0,34.906536,Acceptable,unavailable,1.3662436
TR/13775,MH,trunk,urban,80.0,60.0,36.92059,Moderate,unavailable,0.8524487
TR/13648,MH,trunk,rural,80.0,90.0,18.40538,Acceptable,unavailable,0.49123344
TR/11049,MH,trunk,rural,80.0,90.0,16.954615,Acceptable,unavailable,0.5719538
TR/13399,MH,trunk,urban,80.0,60.0,39.287544,Moderate,unavailable,2.5697534
TR/12902,MH,trunk,urban,80.0,60.0,36.889103,Moderate,unavailable,0.2576897
TR/13494,MH,trunk,rural,80.0,90.0,17.952276,Acceptable,unavailable,1.4378085
TR/13890,MH,trunk,rural,80.0,90.0,21.340525,Acceptable,unavailable,1.033916
TR/11976,MH,trunk,rural,80.0,90.0,23.824104,Acceptable,unavailable,1.8108532
TR/13052,MH,trunk,urban,80.0,60.0,36.830517,Moderate,unavailable,0.7526345
TR/13993,MH,trunk,rural,80.0,90.0,21.704647,Acceptable,unavailable,1.0845339
TR/10921,MH,trunk,rural,80.0,90.0,19.833036,Acceptable,unavailable,0.53707826
TR/13834,MH,trunk,rural,80.0,90.0,21.859503,Acceptable,unavailable,1.422645
TR/13346,MH,trunk,rural,80.0,90.0,21.572285,Acceptable,unavailable,1.2007269
TR/13889,MH,trunk,rural,80.0,90.0,20.244581,Acceptable,unavailable,1.0157319
TR/14069,MH,trunk,rural,80.0,90.0,20.404186,Acceptable,unavailable,1.8172369
TR/12163,MH,trunk,rural,80.0,90.0,20.928604,Acceptable,unavailable,0.9516662
PR/286,MH,primary,urban,80.0,50.0,46.94653,Moderate,unavailable,0.95857894
TR/12883,MH,trunk,urban,80.0,60.0,35.37251,Moderate,unavailable,1.810297
TR/13759,MH,trunk,urban,80.0,60.0,37.920128,Moderate,unavailable,1.0818112
TR/12905,MH,trunk,urban,80.0,60.0,36.787342,Moderate,unavailable,0.7716146
TR/11447,MH,trunk,urban,80.0,60.0,31.617865,Acceptable,unavailable,2.4546936
TR/12913,MH,trunk,urban,80.0,60.0,39.11784,Moderate,unavailable,2.1771824
TR/13872,MH,trunk,rural,80.0,90.0,20.129103,Acceptable,unavailable,1.8561196
TR/13969,MH,trunk,urban,80.0,60.0,34.23171,Acceptable,unavailable,1.0091712
TR/13922,MH,trunk,urban,80.0,60.0,35.5182,Moderate,unavailable,0.87692374
TR/13684,MH,trunk,rural,80.0,90.0,23.07797,Acceptable,unavailable,0.91488975
TR/13685,MH,trunk,rural,80.0,90.0,23.07797,Acceptable,unavailable,0.9583675
TR/12126,MH,trunk,rural,80.0,90.0,19.289213,Acceptable,unavailable,3.0013165
PR/3695,MH,primary,urban,80.0,50.0,44.80548,Moderate,unavailable,0.82072246
PR/4101,MH,primary,urban,80.0,50.0,46.25165,Moderate,unavailable,1.2007477
TR/13711,MH,trunk,rural,80.0,90.0,21.537113,Acceptable,unavailable,0.95893794
TR/13491,MH,trunk,rural,80.0,90.0,20.602089,Acceptable,unavailable,0.68495
