country_code,_region,road_class_norm,sss_band,sss,n_segments,speed_limit,speed_85th,pct_over_limit,nilsson_fatal_ratio,est_lives_saved,lives_saved_lower,lives_saved_upper,recommended_limit,limit_change_needed,credibility_class,change_effort,land_use,corridor_label,area_km2,priority_rank,corridor_id
TH,20,primary,High Risk,50.63209372202202,16,83.125,77.874999999375,0.1196817662081481,9.59512576,0.2445,0.1223,0.4888,50.0,33.125,Credible,Major (>20 km/h),urban,TH | 20 | primary,554.56,60,60
TH,67,trunk,Critical,66.06516431145036,21,87.61904761904762,103.0952380952381,0.5209494285762735,12.580814891975308,0.24280000000000002,0.1215,0.48569999999999997,60.0,27.61904761904762,Low Credibility,Major (>20 km/h),urban,TH | 67 | trunk,1168.49,61,61
TH,10,trunk,Critical,54.16842890808036,3,80.0,90.0,0.520383775115106,5.527723456790125,0.2291,0.11460000000000001,0.45819999999999994,60.0,20.0,Credible,Moderate (11-20 km/h),urban,TH | 10 | trunk,0.1,62,62
TH,21,trunk,Critical,62.78685043659381,10,86.0,100.65,0.46582751011491885,10.891833410493827,0.2225,0.1114,0.4452,60.0,26.0,Credible,Major (>20 km/h),urban,TH | 21 | trunk,432.4,63,63
TH,30,primary,Critical,59.56042185335715,40,88.25,101.59895833325001,0.4442699315417755,20.972736160000004,0.2177,0.109,0.4355,56.0,32.25,Credible,Major (>20 km/h),urban,TH | 30 | primary,6255.71,64,64
TH,12,secondary,High Risk,51.900542400000006,46,81.6304347826087,54.63586956521739,0.0,4.543718559999999,0.21259999999999998,0.1067,0.4257,46.08695652173913,35.54347826086956,Under-Speed,Major (>20 km/h),urban,TH | 12 | secondary,199.39,65,65
TH,20,secondary,High Risk,51.900542400000006,64,86.875,62.484375,0.0,6.887475360000002,0.2049,0.1026,0.4103,47.65625,39.21875,Under-Speed,Major (>20 km/h),urban,TH | 20 | secondary,1430.3,66,66
TH,84,trunk,Critical,61.132667353940796,11,87.27272727272727,98.4090909090909,0.3376110784162946,9.37890625,0.18439999999999998,0.0922,0.3689,60.0,27.272727272727273,Low Credibility,Major (>20 km/h),urban,TH | 84 | trunk,1062.1,67,67
TH,90,trunk,Critical,64.44547288496989,18,86.66666666666667,101.47222222222223,0.4823618424068898,12.580814891975308,0.1777,0.0888,0.355,60.0,26.666666666666668,Low Credibility,Major (>20 km/h),urban,TH | 90 | trunk,3816.22,68,68
TH,50,secondary,High Risk,51.89032219870794,80,84.75,60.8697916665,0.005646582123534923,7.233948159999998,0.1728,0.0861,0.3463,47.0,37.75,Under-Speed,Major (>20 km/h),urban,TH | 50 | secondary,8688.5,69,69
TH,83,primary,Critical,60.272973673332885,5,69.0,88.6,0.6166844238136798,12.491983359999997,0.16840000000000002,0.08420000000000001,0.3369,50.0,19.0,Credible,Major (>20 km/h),urban,TH | 83 | primary,16.41,70,70
TH,21,primary,High Risk,51.11542013980499,3,86.66666666666667,90.44444444333334,0.27243807991137925,8.352099999999998,0.16269999999999998,0.0814,0.32539999999999997,56.666666666666664,30.0,Credible,Major (>20 km/h),urban,TH | 21 | primary,210.29,71,71
TH,57,primary,High Risk,50.58299894030567,8,83.75,76.59166666625,0.08680325676440293,11.462287360000001,0.1608,0.0805,0.3217,50.0,33.75,Credible,Major (>20 km/h),urban,TH | 57 | primary,654.3,72,72
TH,30,secondary,Critical,58.409198665922496,60,85.16666666666667,88.49444444433334,0.25816600208391766,16.64966416,0.1578,0.0792,0.3164,50.333333333333336,34.833333333333336,Credible,Major (>20 km/h),urban,TH | 30 | secondary,14312.01,73,73
TH,45,primary,Critical,59.250793680241294,36,87.22222222222223,105.7939814813889,0.5363249740493243,26.08757775999999,0.15760000000000002,0.079,0.315,60.55555555555556,26.666666666666668,Non-Credible,Moderate (11-20 km/h),rural,TH | 45 | primary,2692.83,74,74
TH,31,primary,Critical,61.95246030522826,28,88.21428571428571,104.469387755,0.4629120932397209,26.08757775999999,0.1504,0.0751,0.3006,57.142857142857146,31.071428571428573,Low Credibility,Major (>20 km/h),urban,TH | 31 | primary,5468.28,75,75
TH,14,primary,Critical,60.913382105339,14,86.42857142857143,103.85714285714286,0.5596835437748081,16.0,0.1246,0.0624,0.2493,60.0,26.428571428571427,Low Credibility,Major (>20 km/h),rural,TH | 14 | primary,652.8,76,76
TH,73,primary,Critical,62.89736246772413,9,80.55555555555556,92.94444444444444,0.4291512518646189,18.008140960000002,0.12389999999999998,0.062,0.24780000000000002,50.0,30.555555555555557,Credible,Major (>20 km/h),urban,TH | 73 | primary,475.89,77,77
TH,73,secondary,Critical,54.17214479280199,10,86.0,76.866666667,0.09812702037599531,18.717736960000003,0.1215,0.0606,0.2429,50.0,36.0,Under-Speed,Major (>20 km/h),urban,TH | 73 | secondary,620.65,78,78
TH,25,trunk,Critical,58.385981157100886,10,87.0,96.05,0.36073533049241613,9.026686419753087,0.1177,0.0588,0.2352,60.0,27.0,Credible,Major (>20 km/h),urban,TH | 25 | trunk,133.88,79,79
TH,34,primary,High Risk,50.74668402811208,14,85.71428571428571,82.48809523785714,0.1511226890710827,10.266256810000002,0.1149,0.0572,0.22960000000000003,51.42857142857143,34.285714285714285,Credible,Major (>20 km/h),urban,TH | 34 | primary,3562.91,80,80
TH,83,secondary,High Risk,51.900542400000006,20,81.5,55.85,0.0,6.232012960000001,0.1132,0.0566,0.2265,46.5,35.0,Under-Speed,Major (>20 km/h),urban,TH | 83 | secondary,131.73,81,81
TH,72,primary,Critical,62.66349917721986,30,85.33333333333333,103.05,0.5143037015837365,27.023362559999992,0.1125,0.0564,0.2253,54.0,31.333333333333332,Low Credibility,Major (>20 km/h),urban,TH | 72 | primary,2597.79,82,82
TH,65,primary,High Risk,50.75280318257399,12,84.16666666666667,77.0625,0.14707870855988778,11.462287360000001,0.1104,0.0553,0.2208,50.833333333333336,33.333333333333336,Credible,Major (>20 km/h),urban,TH | 65 | primary,93.83,83,83
TH,71,primary,High Risk,50.84368568536873,15,86.0,85.9,0.20845894658833516,11.713506250000002,0.10629999999999999,0.053,0.2127,54.0,32.0,Credible,Major (>20 km/h),urban,TH | 71 | primary,5278.41,84,84
TH,84,trunk,High Risk,50.48481844474024,4,90.0,90.0625,0.17356802299459748,5.710191478889372,0.101,0.0503,0.20170000000000002,60.0,30.0,Credible,Major (>20 km/h),urban,TH | 84 | trunk,211.44,85,85
TH,35,primary,High Risk,50.83754995015838,3,83.33333333333333,84.47222222,0.2113880018634335,5.62448656,0.0989,0.0495,0.1978,56.666666666666664,26.666666666666668,Credible,Major (>20 km/h),urban,TH | 35 | primary,42.19,86,86
TH,70,secondary,Critical,58.76413845070395,56,83.125,85.8541666667857,0.2392111343896872,16.0,0.093,0.0463,0.1858,50.357142857142854,32.767857142857146,Credible,Major (>20 km/h),urban,TH | 70 | secondary,1823.93,87,87
TH,84,secondary,Critical,54.55578528708033,28,85.82142857142857,83.41071428535714,0.19658155552427395,12.491983359999997,0.09269999999999999,0.0463,0.1856,50.714285714285715,35.107142857142854,Credible,Major (>20 km/h),urban,TH | 84 | secondary,4293.07,88,88
TH,74,secondary,High Risk,51.90054240000001,15,83.33333333333333,58.6,0.0,4.543718559999999,0.0912,0.0455,0.1824,45.333333333333336,38.0,Under-Speed,Major (>20 km/h),urban,TH | 74 | secondary,268.5,89,89
TH,41,primary,High Risk,50.76267096038635,5,86.0,84.5,0.14001949299587557,11.462287360000001,0.0888,0.0444,0.17759999999999998,50.0,36.0,Credible,Major (>20 km/h),urban,TH | 41 | primary,1.71,90,90
TH,43,primary,High Risk,51.06155939979085,13,84.07692307692308,85.28205128153846,0.2473106744054999,10.971993760000002,0.0861,0.0433,0.17250000000000001,54.61538461538461,29.46153846153846,Credible,Major (>20 km/h),urban,TH | 43 | primary,390.01,91,91
TH,21,primary,Critical,58.880077732446,17,87.6470588235294,102.17647058823529,0.44754862200595164,18.717736960000003,0.0831,0.0415,0.1665,58.23529411764706,29.41176470588235,Credible,Major (>20 km/h),urban,TH | 21 | primary,687.18,92,92
TH,22,primary,Critical,67.26489252605751,9,88.88888888888889,104.66666666666667,0.5288122618355131,23.425600000000006,0.0817,0.0409,0.1633,52.22222222222222,36.666666666666664,Low Credibility,Major (>20 km/h),urban,TH | 22 | primary,341.33,93,93
TH,90,trunk,High Risk,50.62334031920628,9,88.88888888888889,89.62962962888889,0.1920255252773459,5.7720062500000004,0.0804,0.0404,0.1611,60.0,28.88888888888889,Credible,Major (>20 km/h),urban,TH | 90 | trunk,1064.13,94,94
TH,73,secondary,High Risk,51.900542400000006,17,82.52941176470588,56.431372548823525,0.0,3.8415999999999992,0.0794,0.0397,0.159,48.8235294117647,33.705882352941174,Under-Speed,Major (>20 km/h),urban,TH | 73 | secondary,375.53,95,95
TH,42,primary,Critical,60.48721954948818,18,76.94444444444444,93.26851851833334,0.5170210534743516,17.31891456,0.0757,0.038,0.1517,53.333333333333336,23.61111111111111,Low Credibility,Major (>20 km/h),urban,TH | 42 | primary,604.52,96,96
TH,85,trunk,Critical,59.54832161726101,5,86.0,96.266666666,0.39779815013374736,9.37890625,0.0717,0.0358,0.1435,60.0,26.0,Low Credibility,Major (>20 km/h),urban,TH | 85 | trunk,53.6,97,97
TH,22,secondary,Critical,56.96997473774179,10,81.6,87.241666667,0.3091955977168179,26.708683382886075,0.0715,0.0359,0.143,50.0,31.6,Credible,Major (>20 km/h),urban,TH | 22 | secondary,707.16,98,98
TH,16,trunk,Critical,59.25376354034922,6,83.33333333333333,96.41666666666667,0.44166626934537856,9.741334567901234,0.0714,0.0358,0.1428,60.0,23.333333333333332,Credible,Moderate (11-20 km/h),urban,TH | 16 | trunk,511.17,99,99
TH,83,secondary,Critical,53.60985810960127,6,78.33333333333333,78.41666666666667,0.20477628541313228,9.59512576,0.0709,0.0353,0.1417,50.0,28.333333333333332,Credible,Major (>20 km/h),urban,TH | 83 | secondary,36.56,100,100
TH,44,primary,Critical,58.63015348926207,20,88.0,107.875,0.5441660465986438,27.98409999999999,0.0702,0.0349,0.1406,61.0,27.0,Non-Credible,Moderate (11-20 km/h),rural,TH | 44 | primary,1936.67,101,101
TH,14,secondary,High Risk,51.900542400000006,34,85.0,57.36764705882353,0.0,5.62448656,0.0678,0.034,0.1356,46.76470588235294,38.23529411764706,Under-Speed,Major (>20 km/h),urban,TH | 14 | secondary,698.64,102,102
TH,46,primary,Critical,65.99332453679186,16,85.0,98.5625,0.4603841686719439,23.425600000000006,0.0644,0.0322,0.1291,50.0,35.0,Low Credibility,Major (>20 km/h),urban,TH | 46 | primary,795.36,103,103
TH,27,primary,Critical,65.55065565232348,6,86.66666666666667,105.58333333333333,0.5444355372925306,28.47396321,0.0633,0.0314,0.1265,56.666666666666664,30.0,Non-Credible,Major (>20 km/h),urban,TH | 27 | primary,820.88,104,104
TH,67,primary,Critical,64.25216854597349,5,72.0,86.8,0.4679495083056698,13.589544959999998,0.0627,0.0313,0.1255,50.0,22.0,Low Credibility,Major (>20 km/h),urban,TH | 67 | primary,938.0,105,105
TH,90,secondary,Critical,53.72806573797389,20,84.5,82.875,0.1539273963907802,13.032099999999998,0.0611,0.030699999999999998,0.1228,50.0,34.5,Credible,Major (>20 km/h),urban,TH | 90 | secondary,5171.51,106,106
TH,43,primary,Critical,64.3747060529277,16,86.25,100.03125,0.4607448826107064,20.199631360000005,0.060700000000000004,0.0303,0.1215,53.75,32.5,Low Credibility,Major (>20 km/h),urban,TH | 43 | primary,1361.85,107,107
TH,33,primary,Critical,61.74639677860611,22,83.63636363636364,95.0,0.3853320642499126,20.972736160000004,0.0595,0.0297,0.1194,52.72727272727273,30.90909090909091,Low Credibility,Major (>20 km/h),urban,TH | 33 | primary,2674.2,108,108
TH,32,primary,Critical,62.14546882795818,17,84.11764705882354,97.8627450982353,0.4458404552383985,19.448100000000004,0.0592,0.0296,0.1184,54.705882352941174,29.41176470588235,Low Credibility,Major (>20 km/h),urban,TH | 32 | primary,1585.68,109,109
TH,71,secondary,Critical,56.015461587640075,39,84.61538461538461,86.23717948717949,0.2072045824679089,18.360368009999995,0.0591,0.0298,0.1183,51.02564102564103,33.58974358974359,Credible,Major (>20 km/h),urban,TH | 71 | secondary,2098.98,110,110
TH,42,primary,High Risk,50.86949772218049,13,86.15384615384616,91.03846153846153,0.28319085595694804,11.462287360000001,0.0589,0.0294,0.1177,57.69230769230769,28.46153846153846,Credible,Major (>20 km/h),urban,TH | 42 | primary,736.61,111,111
TH,72,secondary,Critical,53.80856615391091,35,86.71428571428571,83.59285714285714,0.13494542121682368,17.31891456,0.0588,0.0293,0.1177,50.0,36.714285714285715,Credible,Major (>20 km/h),urban,TH | 72 | secondary,3337.08,112,112
TH,53,trunk,Critical,67.08312762151682,13,85.38461538461539,104.23076923076923,0.5599358474979659,12.580814891975308,0.058499999999999996,0.0291,0.1168,60.0,25.384615384615383,Low Credibility,Major (>20 km/h),urban,TH | 53 | trunk,125.22,113,113
TH,66,primary,Critical,59.14160266095478,28,86.17857142857143,100.34821428571429,0.45324962206760916,20.199631360000005,0.0579,0.0289,0.1155,57.857142857142854,28.321428571428573,Low Credibility,Major (>20 km/h),urban,TH | 66 | primary,1079.85,114,114
TH,21,secondary,Critical,57.11266691826889,21,83.80952380952381,86.33333333333333,0.20648343675710074,14.757890559999998,0.0574,0.028399999999999998,0.1144,50.95238095238095,32.857142857142854,Credible,Major (>20 km/h),urban,TH | 21 | secondary,1080.94,115,115
