country_code,_region,road_class_norm,sss_band,sss,n_segments,speed_limit,speed_85th,pct_over_limit,nilsson_fatal_ratio,est_lives_saved,lives_saved_lower,lives_saved_upper,recommended_limit,limit_change_needed,credibility_class,change_effort,land_use,corridor_label,area_km2,priority_rank,corridor_id
MH,urban_primary,primary,High Risk,56.75675635601917,49,52.95918367346939,34.436877766979805,0.02674460370493142,16.815125390624996,0.0218,0.0109,0.043699999999999996,32.5,15.0,Under-Speed,Investigate road condition,urban,MH | urban_primary | primary,0.0,80,80
TH,66,primary,High Risk,59.136893176470586,17,82.52941176470588,89.08823529411765,0.3634112770677694,27.18174081790123,0.0217,0.0109,0.0432,50.0,33.90909090909091,Low Credibility,Major (>20 km/h),urban,TH | 66 | primary,0.0,81,81
TH,45,primary,High Risk,56.05604187428571,10,81.0,76.4,0.18266704520777174,24.87792716049383,0.0202,0.0101,0.0404,50.0,30.0,Under-Speed,Major (>20 km/h),urban,TH | 45 | primary,0.0,82,82
TH,70,primary,High Risk,54.0665435,8,81.25,91.0,0.3791669506510731,15.36953616,0.0201,0.0102,0.0405,50.0,30.0,Low Credibility,Major (>20 km/h),urban,TH | 70 | primary,0.0,83,83
TH,15,primary,High Risk,57.9819828,8,85.0,84.8125,0.2606608978033397,21.767823360000005,0.0192,0.0096,0.0383,50.0,35.0,Low Credibility,Investigate road condition,urban,TH | 15 | primary,0.0,84,84
TH,96,trunk,High Risk,51.68501365333333,5,82.0,102.2,0.5749326025649224,12.580814891975308,0.0187,0.0093,0.0374,60.0,22.0,Non-Credible,Moderate (11-20 km/h),rural,TH | 96 | trunk,0.0,85,85
TH,32,trunk,High Risk,58.35597846666667,4,87.5,86.625,0.24999959860672494,11.713506250000002,0.0178,0.0088,0.0356,60.0,30.0,Under-Speed,Investigate road condition,urban,TH | 32 | trunk,0.0,86,86
TH,49,trunk,High Risk,54.6407048,3,86.66666666666667,93.16666666666667,0.3311191998652735,14.757890559999998,0.015,0.0075,0.030100000000000002,55.0,30.0,Low Credibility,Major (>20 km/h),urban,TH | 49 | trunk,0.0,87,87
TH,31,primary,High Risk,58.24269724444444,18,85.0,83.52777777777777,0.18995351414382997,23.425600000000006,0.0149,0.0073999999999999995,0.0298,50.0,36.36363636363637,Under-Speed,Major (>20 km/h),urban,TH | 31 | primary,0.0,88,88
TH,80,secondary,High Risk,57.33245219448621,38,86.5,73.02850877210527,0.0705170723448925,23.425600000000006,0.014499999999999999,0.0071,0.029,50.0,32.72727272727273,Under-Speed,Investigate road condition,rural,TH | 80 | secondary,0.0,89,89
TH,47,trunk,High Risk,58.79110604444444,3,83.33333333333333,76.0,0.1667034297697849,9.741334567901234,0.0144,0.0072,0.0288,60.0,30.0,Under-Speed,Investigate road condition,urban,TH | 47 | trunk,0.0,90,90
TH,43,primary,High Risk,55.098399,12,81.66666666666667,80.29166666666667,0.17077926806788035,20.199631360000005,0.014199999999999999,0.0070999999999999995,0.0283,50.0,32.5,Credible,Major (>20 km/h),urban,TH | 43 | primary,0.0,91,91
TH,94,trunk,High Risk,52.14952013333333,6,80.0,104.5,0.6264052713611553,12.141353086419754,0.0141,0.0071,0.0284,60.0,20.0,Non-Credible,Moderate (11-20 km/h),rural,TH | 94 | trunk,0.0,92,92
TH,67,secondary,High Risk,60.63890181100813,41,84.26829268292683,64.17857142853659,0.0415152137219383,16.0,0.013600000000000001,0.0069,0.0273,50.0,30.0,Under-Speed,Investigate road condition,rural,TH | 67 | secondary,0.0,93,93
TH,52,secondary,High Risk,56.247605527074825,35,84.54285714285714,73.6,0.09368803506372463,61.46559999999999,0.0132,0.0064,0.0265,47.64705882352941,35.88235294117647,Under-Speed,Investigate road condition,urban,TH | 52 | secondary,0.0,94,94
TH,63,trunk,High Risk,55.51413685333333,5,86.0,84.6,0.20666795391722004,11.89546022490629,0.0124,0.0062,0.0246,60.0,30.0,Credible,Major (>20 km/h),urban,TH | 63 | trunk,0.0,95,95
TH,85,trunk,High Risk,52.18890233333333,4,85.0,104.25,0.5468012002031639,9.37890625,0.012199999999999999,0.0060999999999999995,0.024399999999999998,60.0,25.0,Low Credibility,Major (>20 km/h),rural,TH | 85 | trunk,0.0,96,96
TH,56,secondary,High Risk,59.173267539267194,36,84.25,64.35391414138888,0.031693438228406215,14.757890559999998,0.012,0.0059,0.024,50.0,37.5,Under-Speed,Investigate road condition,rural,TH | 56 | secondary,0.0,97,97
TH,90,secondary,High Risk,58.50755203628118,21,86.42857142857143,71.49404761904762,0.044021673852754115,17.31891456,0.011600000000000001,0.0058,0.0234,50.0,35.714285714285715,Under-Speed,Investigate road condition,urban,TH | 90 | secondary,0.0,98,98
TH,34,secondary,High Risk,58.32869241360544,28,83.03571428571429,67.42857142857143,0.06543103871316731,37.02046419753087,0.011300000000000001,0.0058,0.023,50.0,27.142857142857142,Under-Speed,Investigate road condition,rural,TH | 34 | secondary,0.0,99,99
TH,67,primary,High Risk,60.06348838857143,5,86.0,60.8,0.1050002139717435,13.032099999999998,0.0112,0.0056,0.0225,50.0,30.0,Under-Speed,Investigate road condition,urban,TH | 67 | primary,0.0,100,100
TH,36,trunk,High Risk,57.92592949333333,5,88.0,86.8,0.26898032745932376,9.741334567901234,0.0104,0.0052,0.0208,60.0,30.0,Low Credibility,Major (>20 km/h),rural,TH | 36 | trunk,0.0,101,101
TH,24,secondary,High Risk,58.19882031298809,16,84.5625,72.15104166625,0.0633524918792017,144.4269827160494,0.01,0.004999999999999999,0.0201,46.0,36.0,Under-Speed,Investigate road condition,rural,TH | 24 | secondary,0.0,102,102
TH,51,primary,High Risk,55.38875621818182,11,81.81818181818181,81.45454545454545,0.20787847538573062,11.968832160000003,0.0098,0.0049,0.0194,50.0,31.25,Credible,Major (>20 km/h),urban,TH | 51 | primary,0.0,103,103
TH,65,trunk,High Risk,52.94020746666666,3,80.0,98.66666666666667,0.6027776589144218,8.352099999999998,0.0098,0.0049,0.0196,60.0,20.0,Low Credibility,Moderate (11-20 km/h),rural,TH | 65 | trunk,0.0,104,104
TH,47,primary,High Risk,57.9154079,8,87.5,75.28125,0.07216788420307632,19.448100000000004,0.0097,0.0048,0.019299999999999998,50.0,35.0,Under-Speed,Investigate road condition,rural,TH | 47 | primary,0.0,105,105
MH,urban_trunk,trunk,High Risk,61.32415311011357,35,70.0,49.456179138322,0.07147491017467535,11.180152269887545,0.0097,0.0049,0.019700000000000002,51.0,20.0,Under-Speed,Investigate road condition,urban,MH | urban_trunk | trunk,0.0,106,106
TH,86,secondary,High Risk,57.89937535648707,35,84.8,71.06904761914285,0.07964293688164648,45.69760000000001,0.0097,0.0048,0.0195,50.0,30.833333333333332,Under-Speed,Investigate road condition,urban,TH | 86 | secondary,0.0,107,107
MH,rural_primary,primary,High Risk,57.989789805796526,41,57.19512195121951,40.74741925026906,0.05436141183559313,38.54426505111883,0.009600000000000001,0.0049,0.0194,33.333333333333336,21.666666666666668,Under-Speed,Investigate road condition,rural,MH | rural_primary | primary,0.0,108,108
TH,22,secondary,High Risk,60.6645664,16,86.25,70.234375,0.04624899285256813,16.64966416,0.0094,0.0047,0.0187,50.0,35.0,Under-Speed,Investigate road condition,rural,TH | 22 | secondary,0.0,109,109
TH,72,secondary,High Risk,57.19199259936508,30,85.86666666666666,69.25833333333334,0.04025632813929917,14.091812133789062,0.0092,0.0046,0.0184,50.0,34.0,Under-Speed,Investigate road condition,urban,TH | 72 | secondary,0.0,110,110
TH,32,secondary,High Risk,54.084173657142856,10,83.2,70.63,0.11002493525642829,14.164684959999999,0.0086,0.0043,0.017300000000000003,50.0,30.0,Under-Speed,Investigate road condition,rural,TH | 32 | secondary,0.0,111,111
TH,71,secondary,High Risk,57.24320153650793,27,83.33333333333333,69.12037037037037,0.05740150692010023,17.31891456,0.0084,0.0040999999999999995,0.0167,50.0,30.0,Under-Speed,Investigate road condition,urban,TH | 71 | secondary,0.0,112,112
TH,75,secondary,High Risk,56.287606399999994,6,83.33333333333333,76.16666666666667,0.06999997015059375,8.352099999999998,0.0081,0.004,0.0163,50.0,35.0,Credible,Major (>20 km/h),urban,TH | 75 | secondary,0.0,113,113
TH,82,secondary,High Risk,60.134545034013605,7,84.28571428571429,66.16666666714285,0.08452374942173099,12.491983359999997,0.0068000000000000005,0.0034,0.013600000000000001,50.0,30.0,Under-Speed,Investigate road condition,rural,TH | 82 | secondary,0.0,114,114
TH,60,secondary,High Risk,59.492890228571426,20,85.25,74.875,0.10438488681804683,26.08757775999999,0.0066,0.0032,0.0134,50.0,35.0,Under-Speed,Investigate road condition,urban,TH | 60 | secondary,0.0,115,115
TH,48,primary,High Risk,52.96663949714285,5,82.0,79.4,0.21999927144982762,14.164684959999999,0.0063999999999999994,0.0031,0.012799999999999999,50.0,30.0,Credible,Major (>20 km/h),urban,TH | 48 | primary,0.0,116,116
