segment_id,country_code,road_class_norm,land_use,speed_limit,ss_limit,ml_predicted_sss,ml_predicted_band,ml_shap_top_feature,ml_confidence
TR/13669,MH,trunk,rural,56.666666666666664,60.0,36.958412,Moderate,speed_limit_to_ss_ratio,0.84005386
PR/3415,MH,primary,rural,64.28571428571429,50.0,47.288567,Moderate,ghsl_settlement_code,0.6360632
SE/4180,MH,secondary,rural,90.0,70.0,45.149536,Moderate,exposure_score,2.1870062
PR/1086,MH,primary,rural,64.28571428571429,50.0,39.611828,Moderate,speed_limit_to_ss_ratio,0.89986885
SE/9561,MH,secondary,rural,57.85714285714286,45.0,44.417538,Moderate,speed_limit_to_ss_ratio,1.7857302
PR/2491,MH,primary,rural,64.28571428571429,50.0,43.72914,Moderate,ghsl_settlement_code,0.8285254
TR/12504,MH,trunk,urban,80.0,60.0,62.0818,High Risk,speed_limit_to_ss_ratio,1.0536203
TR/14025,MH,trunk,rural,85.0,90.0,23.7975,Acceptable,speed_limit_to_ss_ratio,1.1968327
SE/7595,MH,secondary,rural,64.28571428571429,50.0,42.32657,Moderate,speed_limit_to_ss_ratio,0.92828244
TR/12441,MH,trunk,rural,56.666666666666664,60.0,38.569466,Moderate,speed_limit_to_ss_ratio,0.686371
TR/11939,MH,trunk,rural,56.666666666666664,60.0,34.740944,Moderate,speed_limit_to_ss_ratio,1.0074937
TR/13671,MH,trunk,rural,85.0,90.0,19.862944,Acceptable,speed_limit_to_ss_ratio,0.9636176
TR/14024,MH,trunk,rural,85.0,90.0,23.224833,Acceptable,speed_limit_to_ss_ratio,1.3914125
SE/7654,MH,secondary,rural,90.0,70.0,41.770397,Moderate,speed_limit_to_ss_ratio,0.82244724
TR/14061,MH,trunk,rural,56.666666666666664,60.0,33.638905,Moderate,speed_limit_to_ss_ratio,0.4454054
TR/13743,MH,trunk,urban,80.0,60.0,63.213253,High Risk,speed_limit_to_ss_ratio,1.950648
TR/14062,MH,trunk,rural,56.666666666666664,60.0,34.66145,Moderate,speed_limit_to_ss_ratio,0.49174044
TR/13744,MH,trunk,urban,80.0,60.0,66.39243,High Risk,speed_limit_to_ss_ratio,1.0666355
TR/14008,MH,trunk,rural,56.666666666666664,60.0,34.05969,Moderate,speed_limit_to_ss_ratio,0.608395
TR/14014,MH,trunk,rural,85.0,90.0,23.563372,Acceptable,speed_limit_to_ss_ratio,1.1889179
PR/1334,MH,primary,rural,64.28571428571429,50.0,40.29114,Moderate,ghsl_settlement_code,1.0224465
TR/14013,MH,trunk,rural,85.0,90.0,23.972506,Acceptable,speed_limit_to_ss_ratio,1.2508292
TR/13800,MH,trunk,rural,56.666666666666664,60.0,35.808266,Moderate,speed_limit_to_ss_ratio,1.0911378
TR/14081,MH,trunk,urban,80.0,60.0,58.10913,High Risk,speed_limit_to_ss_ratio,0.66250396
TR/12133,MH,trunk,rural,85.0,90.0,27.123617,Acceptable,speed_limit_to_ss_ratio,0.9530229
TR/13739,MH,trunk,rural,85.0,90.0,16.940994,Acceptable,speed_limit_to_ss_ratio,0.813445
TR/12593,MH,trunk,rural,56.666666666666664,60.0,33.385895,Moderate,speed_limit_to_ss_ratio,0.70857114
TR/12986,MH,trunk,rural,56.666666666666664,60.0,35.71977,Moderate,speed_limit_to_ss_ratio,0.5148736
TR/14016,MH,trunk,rural,56.666666666666664,60.0,33.959385,Moderate,speed_limit_to_ss_ratio,0.67844576
TR/14015,MH,trunk,rural,56.666666666666664,60.0,34.615017,Moderate,speed_limit_to_ss_ratio,0.92330664
TR/13837,MH,trunk,urban,80.0,60.0,57.666286,High Risk,speed_limit_to_ss_ratio,0.52229327
TR/14005,MH,trunk,rural,85.0,90.0,20.403008,Acceptable,speed_limit_to_ss_ratio,0.81071144
SE/7531,MH,secondary,urban,80.0,50.0,61.551575,High Risk,speed_limit_to_ss_ratio,1.4631474
TR/13879,MH,trunk,urban,80.0,60.0,75.86838,Critical,speed_limit_to_ss_ratio,1.450443
TR/10929,MH,trunk,rural,56.666666666666664,60.0,33.396416,Moderate,speed_limit_to_ss_ratio,0.36902976
TR/11506,MH,trunk,rural,56.666666666666664,60.0,33.771313,Moderate,speed_limit_to_ss_ratio,1.5507996
TR/14007,MH,trunk,rural,85.0,90.0,27.93692,Acceptable,speed_limit_to_ss_ratio,1.2802141
TR/13878,MH,trunk,urban,80.0,60.0,74.69127,Critical,speed_limit_to_ss_ratio,1.948385
TR/13894,MH,trunk,rural,56.666666666666664,60.0,33.186745,Moderate,speed_limit_to_ss_ratio,0.47583255
TR/12853,MH,trunk,rural,56.666666666666664,60.0,34.188507,Moderate,speed_limit_to_ss_ratio,0.71194273
TR/13161,MH,trunk,urban,80.0,60.0,58.196903,High Risk,speed_limit_to_ss_ratio,2.202782
TR/13876,MH,trunk,rural,56.666666666666664,60.0,39.04733,Moderate,speed_limit_to_ss_ratio,1.0141459
TR/13738,MH,trunk,urban,80.0,60.0,48.998516,Moderate,speed_limit_to_ss_ratio,1.9415911
TR/13673,MH,trunk,rural,56.666666666666664,60.0,33.505077,Moderate,speed_limit_to_ss_ratio,0.47182494
TR/12854,MH,trunk,rural,56.666666666666664,60.0,32.42251,Acceptable,speed_limit_to_ss_ratio,0.6324242
TR/12594,MH,trunk,rural,85.0,90.0,21.694515,Acceptable,speed_limit_to_ss_ratio,0.8811214
TR/13823,MH,trunk,urban,80.0,60.0,60.25875,High Risk,speed_limit_to_ss_ratio,1.9790176
TR/13302,MH,trunk,rural,47.22222222222222,50.0,34.625088,Moderate,speed_limit_to_ss_ratio,1.1799593
TR/13822,MH,trunk,urban,80.0,60.0,60.892654,High Risk,speed_limit_to_ss_ratio,1.8172212
TR/13948,MH,trunk,rural,56.666666666666664,60.0,33.672188,Moderate,speed_limit_to_ss_ratio,0.41768155
SE/7202,MH,secondary,rural,77.14285714285715,60.0,42.232998,Moderate,speed_limit_to_ss_ratio,1.7151932
TR/13006,MH,trunk,rural,56.666666666666664,60.0,34.84842,Moderate,speed_limit_to_ss_ratio,0.74146414
TR/13949,MH,trunk,rural,56.666666666666664,60.0,33.727398,Moderate,speed_limit_to_ss_ratio,0.46305266
TR/13910,MH,trunk,rural,85.0,90.0,26.101765,Acceptable,speed_limit_to_ss_ratio,1.366504
TR/13007,MH,trunk,rural,56.666666666666664,60.0,34.955574,Moderate,speed_limit_to_ss_ratio,0.58277595
TR/14042,MH,trunk,rural,85.0,90.0,21.508072,Acceptable,speed_limit_to_ss_ratio,0.8339909
TR/13623,MH,trunk,urban,80.0,60.0,64.082184,High Risk,speed_limit_to_ss_ratio,1.1986966
PR/3672,MH,primary,urban,80.0,50.0,76.41581,Critical,speed_limit_to_ss_ratio,1.184792
TR/12158,MH,trunk,rural,85.0,90.0,19.807564,Acceptable,speed_limit_to_ss_ratio,0.7538621
TR/13622,MH,trunk,urban,80.0,60.0,68.292175,High Risk,speed_limit_to_ss_ratio,1.5577095
TR/12990,MH,trunk,rural,56.666666666666664,60.0,33.48358,Moderate,speed_limit_to_ss_ratio,0.6411165
TR/12564,MH,trunk,rural,75.55555555555556,80.0,26.272335,Acceptable,speed_limit_to_ss_ratio,0.935459
SE/4160,MH,secondary,rural,51.42857142857143,40.0,44.472492,Moderate,ghsl_settlement_code,0.6093719
TR/14019,MH,trunk,rural,85.0,90.0,18.526836,Acceptable,speed_limit_to_ss_ratio,0.6708954
TR/13881,MH,trunk,urban,66.66666666666666,50.0,64.73237,High Risk,speed_limit_to_ss_ratio,2.3031938
TR/13675,MH,trunk,urban,80.0,60.0,63.396435,High Risk,speed_limit_to_ss_ratio,1.9841704
TR/14046,MH,trunk,rural,85.0,90.0,22.778154,Acceptable,speed_limit_to_ss_ratio,0.5921639
TR/14078,MH,trunk,rural,85.0,90.0,20.898134,Acceptable,speed_limit_to_ss_ratio,0.3294006
TR/13666,MH,trunk,rural,85.0,90.0,20.060326,Acceptable,speed_limit_to_ss_ratio,0.5619325
TR/14045,MH,trunk,rural,85.0,90.0,22.56997,Acceptable,speed_limit_to_ss_ratio,0.94476306
SE/5547,MH,secondary,rural,90.0,70.0,43.377117,Moderate,speed_limit_to_ss_ratio,1.3204488
TR/13780,MH,trunk,rural,56.666666666666664,60.0,33.52641,Moderate,speed_limit_to_ss_ratio,0.32109582
TR/12616,MH,trunk,rural,85.0,90.0,22.854883,Acceptable,speed_limit_to_ss_ratio,1.3766835
TR/11911,MH,trunk,rural,56.666666666666664,60.0,35.131123,Moderate,speed_limit_to_ss_ratio,0.8621687
TR/14080,MH,trunk,rural,56.666666666666664,60.0,34.862686,Moderate,speed_limit_to_ss_ratio,0.6229928
TR/13911,MH,trunk,rural,56.666666666666664,60.0,36.24866,Moderate,speed_limit_to_ss_ratio,0.73114026
TR/12358,MH,trunk,urban,80.0,60.0,60.717716,High Risk,speed_limit_to_ss_ratio,1.0647634
TR/14077,MH,trunk,rural,85.0,90.0,20.41171,Acceptable,speed_limit_to_ss_ratio,0.6728396
TR/14032,MH,trunk,rural,56.666666666666664,60.0,33.190426,Moderate,speed_limit_to_ss_ratio,0.61756295
TR/12858,MH,trunk,rural,56.666666666666664,60.0,32.269775,Acceptable,speed_limit_to_ss_ratio,0.71097696
TR/13900,MH,trunk,rural,75.55555555555556,80.0,17.099674,Acceptable,speed_limit_to_ss_ratio,0.8415242
TR/14041,MH,trunk,rural,56.666666666666664,60.0,35.290783,Moderate,speed_limit_to_ss_ratio,0.7708536
SE/8797,MH,secondary,urban,80.0,50.0,71.61147,High Risk,speed_limit_to_ss_ratio,0.8926837
TR/13533,MH,trunk,rural,85.0,90.0,20.201178,Acceptable,speed_limit_to_ss_ratio,0.46520558
TR/14074,MH,trunk,rural,85.0,90.0,20.662315,Acceptable,speed_limit_to_ss_ratio,0.7031613
TR/13667,MH,trunk,rural,85.0,90.0,24.682722,Acceptable,speed_limit_to_ss_ratio,1.3482751
TR/12561,MH,trunk,rural,85.0,90.0,18.061104,Acceptable,speed_limit_to_ss_ratio,0.5141439
TR/11100,MH,trunk,rural,85.0,90.0,19.847183,Acceptable,speed_limit_to_ss_ratio,0.15467018
TR/13839,MH,trunk,urban,80.0,60.0,41.787827,Moderate,speed_limit_to_ss_ratio,1.7886673
TR/13909,MH,trunk,rural,85.0,90.0,19.935333,Acceptable,speed_limit_to_ss_ratio,0.41929194
TR/12357,MH,trunk,urban,80.0,60.0,60.47962,High Risk,speed_limit_to_ss_ratio,1.3635434
TR/13676,MH,trunk,rural,56.666666666666664,60.0,33.040966,Moderate,speed_limit_to_ss_ratio,0.68620306
PR/1192,MH,primary,rural,64.28571428571429,50.0,39.83747,Moderate,speed_limit_to_ss_ratio,0.46334094
TR/13779,MH,trunk,rural,56.666666666666664,60.0,33.667816,Moderate,speed_limit_to_ss_ratio,0.25306252
TR/13824,MH,trunk,urban,80.0,60.0,44.75743,Moderate,speed_limit_to_ss_ratio,1.7333453
TR/12989,MH,trunk,rural,56.666666666666664,60.0,35.708374,Moderate,speed_limit_to_ss_ratio,0.36344278
TR/12739,MH,trunk,urban,80.0,60.0,50.790386,High Risk,speed_limit_to_ss_ratio,1.684906
TR/13842,MH,trunk,rural,85.0,90.0,19.708439,Acceptable,speed_limit_to_ss_ratio,0.30492964
TR/11023,MH,trunk,rural,56.666666666666664,60.0,33.197956,Moderate,speed_limit_to_ss_ratio,0.37208313
TR/13841,MH,trunk,rural,56.666666666666664,60.0,33.04268,Moderate,speed_limit_to_ss_ratio,0.65919924
TR/11276,MH,trunk,rural,56.666666666666664,60.0,35.49147,Moderate,speed_limit_to_ss_ratio,0.7625092
TR/12571,MH,trunk,rural,85.0,90.0,18.701412,Acceptable,speed_limit_to_ss_ratio,1.0660762
TR/13947,MH,trunk,rural,85.0,90.0,20.482248,Acceptable,speed_limit_to_ss_ratio,0.6492784
TR/13677,MH,trunk,rural,85.0,90.0,17.535847,Acceptable,speed_limit_to_ss_ratio,0.83638483
TR/13715,MH,trunk,urban,80.0,60.0,46.94806,Moderate,speed_limit_to_ss_ratio,1.4524614
PR/683,MH,primary,urban,80.0,50.0,72.9799,Critical,speed_limit_to_ss_ratio,2.796786
TR/12763,MH,trunk,rural,85.0,90.0,21.265696,Acceptable,speed_limit_to_ss_ratio,0.5440087
TR/12343,MH,trunk,urban,80.0,60.0,65.615715,High Risk,speed_limit_to_ss_ratio,1.4500955
TR/13672,MH,trunk,rural,85.0,90.0,18.932903,Acceptable,speed_limit_to_ss_ratio,0.9095437
TR/13668,MH,trunk,rural,56.666666666666664,60.0,36.05102,Moderate,speed_limit_to_ss_ratio,1.4423578
TR/13888,MH,trunk,rural,56.666666666666664,60.0,34.07011,Moderate,speed_limit_to_ss_ratio,0.4719044
TR/13811,MH,trunk,rural,85.0,90.0,19.079956,Acceptable,speed_limit_to_ss_ratio,0.99281657
TR/12186,MH,trunk,urban,80.0,60.0,71.99617,High Risk,pop_density_500m,1.5906209
TR/13945,MH,trunk,rural,75.55555555555556,80.0,25.318325,Acceptable,speed_limit_to_ss_ratio,1.024247
TR/12336,MH,trunk,rural,85.0,90.0,20.94682,Acceptable,speed_limit_to_ss_ratio,0.41750965
TR/13658,MH,trunk,urban,80.0,60.0,51.12231,High Risk,speed_limit_to_ss_ratio,1.1109943
TR/13364,MH,trunk,rural,56.666666666666664,60.0,36.633553,Moderate,speed_limit_to_ss_ratio,0.9030066
TR/12418,MH,trunk,rural,85.0,90.0,23.222511,Acceptable,speed_limit_to_ss_ratio,0.8805903
TR/13873,MH,trunk,rural,56.666666666666664,60.0,33.78025,Moderate,speed_limit_to_ss_ratio,1.0099229
PR/2213,MH,primary,rural,77.14285714285715,60.0,35.478336,Moderate,ghsl_settlement_code,0.88973224
PR/2215,MH,primary,rural,64.28571428571429,50.0,41.374866,Moderate,speed_limit_to_ss_ratio,0.89385223
TR/13679,MH,trunk,rural,85.0,90.0,18.876745,Acceptable,speed_limit_to_ss_ratio,0.4543807
TR/12911,MH,trunk,urban,80.0,60.0,47.581886,Moderate,speed_limit_to_ss_ratio,2.378119
TR/13655,MH,trunk,rural,47.22222222222222,50.0,31.75321,Acceptable,speed_limit_to_ss_ratio,0.6476871
TR/10926,MH,trunk,rural,56.666666666666664,60.0,33.010628,Moderate,speed_limit_to_ss_ratio,0.51604754
TR/14050,MH,trunk,urban,80.0,60.0,68.55044,High Risk,speed_limit_to_ss_ratio,2.2792246
TR/13438,MH,trunk,rural,85.0,90.0,21.306078,Acceptable,speed_limit_to_ss_ratio,1.2675011
TR/13794,MH,trunk,urban,80.0,60.0,65.5331,High Risk,speed_limit_to_ss_ratio,1.5582426
TR/13901,MH,trunk,rural,75.55555555555556,80.0,21.301424,Acceptable,speed_limit_to_ss_ratio,0.15650068
TR/13716,MH,trunk,urban,80.0,60.0,52.50429,High Risk,speed_limit_to_ss_ratio,0.8414808
TR/13721,MH,trunk,rural,85.0,90.0,20.4475,Acceptable,speed_limit_to_ss_ratio,0.16705568
TR/10928,MH,trunk,rural,56.666666666666664,60.0,34.153133,Moderate,speed_limit_to_ss_ratio,0.14241491
TR/14059,MH,trunk,rural,75.55555555555556,80.0,18.161854,Acceptable,speed_limit_to_ss_ratio,0.515724
TR/12912,MH,trunk,urban,80.0,60.0,48.827854,Moderate,speed_limit_to_ss_ratio,2.0261981
TR/12643,MH,trunk,rural,56.666666666666664,60.0,34.418594,Moderate,speed_limit_to_ss_ratio,0.42058936
TR/12855,MH,trunk,rural,56.666666666666664,60.0,33.546253,Moderate,speed_limit_to_ss_ratio,0.696547
TR/14058,MH,trunk,rural,75.55555555555556,80.0,16.592651,Acceptable,speed_limit_to_ss_ratio,0.84235287
TR/13840,MH,trunk,rural,56.666666666666664,60.0,33.338375,Moderate,speed_limit_to_ss_ratio,0.308587
TR/12365,MH,trunk,urban,80.0,60.0,54.032463,High Risk,speed_limit_to_ss_ratio,2.3772295
TR/13363,MH,trunk,rural,47.22222222222222,50.0,35.380566,Moderate,speed_limit_to_ss_ratio,0.8208677
TR/13816,MH,trunk,rural,56.666666666666664,60.0,33.4206,Moderate,speed_limit_to_ss_ratio,0.923283
SE/6274,MH,secondary,urban,80.0,50.0,71.16781,High Risk,speed_limit_to_ss_ratio,0.96709865
TR/12355,MH,trunk,rural,56.666666666666664,60.0,35.010048,Moderate,speed_limit_to_ss_ratio,0.5023849
TR/13995,MH,trunk,rural,56.666666666666664,60.0,34.27587,Moderate,speed_limit_to_ss_ratio,0.43338072
TR/13946,MH,trunk,rural,85.0,90.0,18.356808,Acceptable,speed_limit_to_ss_ratio,0.2663048
TR/13609,MH,trunk,urban,80.0,60.0,63.68273,High Risk,speed_limit_to_ss_ratio,1.027444
TR/13831,MH,trunk,rural,85.0,90.0,20.003117,Acceptable,speed_limit_to_ss_ratio,0.075553305
TR/13683,MH,trunk,rural,56.666666666666664,60.0,35.16597,Moderate,speed_limit_to_ss_ratio,0.49254918
TR/13898,MH,trunk,rural,56.666666666666664,60.0,36.110214,Moderate,speed_limit_to_ss_ratio,0.78880423
TR/12332,MH,trunk,rural,56.666666666666664,60.0,33.36362,Moderate,speed_limit_to_ss_ratio,0.35376042
TR/13389,MH,trunk,urban,80.0,60.0,72.275116,Critical,speed_limit_to_ss_ratio,1.9223425
TR/13678,MH,trunk,rural,56.666666666666664,60.0,34.387234,Moderate,speed_limit_to_ss_ratio,0.6228031
TR/13815,MH,trunk,rural,85.0,90.0,19.02485,Acceptable,speed_limit_to_ss_ratio,0.50096905
TR/13608,MH,trunk,urban,80.0,60.0,68.483444,High Risk,speed_limit_to_ss_ratio,1.0440959
TR/13903,MH,trunk,rural,56.666666666666664,60.0,40.207947,Moderate,speed_limit_to_ss_ratio,0.8183188
TR/13659,MH,trunk,rural,56.666666666666664,60.0,34.214367,Moderate,speed_limit_to_ss_ratio,0.99653524
TR/13624,MH,trunk,urban,80.0,60.0,51.253212,High Risk,speed_limit_to_ss_ratio,2.371068
TR/13928,MH,trunk,rural,85.0,90.0,19.30421,Acceptable,speed_limit_to_ss_ratio,0.18274666
TR/13043,MH,trunk,rural,75.55555555555556,80.0,19.396753,Acceptable,speed_limit_to_ss_ratio,0.7553149
TR/13670,MH,trunk,rural,56.666666666666664,60.0,34.38803,Moderate,speed_limit_to_ss_ratio,0.72162783
TR/13390,MH,trunk,urban,80.0,60.0,74.33935,Critical,speed_limit_to_ss_ratio,1.6210448
TR/13929,MH,trunk,rural,85.0,90.0,19.517498,Acceptable,speed_limit_to_ss_ratio,0.11675945
TR/12697,MH,trunk,rural,85.0,90.0,26.43858,Acceptable,speed_limit_to_ss_ratio,0.5585777
TR/13850,MH,trunk,rural,85.0,90.0,21.516602,Acceptable,speed_limit_to_ss_ratio,0.27968788
TR/13714,MH,trunk,rural,56.666666666666664,60.0,37.68614,Moderate,speed_limit_to_ss_ratio,0.75514185
TR/13727,MH,trunk,rural,85.0,90.0,26.962366,Acceptable,speed_limit_to_ss_ratio,1.1978759
TR/13625,MH,trunk,urban,80.0,60.0,51.48515,High Risk,speed_limit_to_ss_ratio,2.3939157
TR/13166,MH,trunk,rural,56.666666666666664,60.0,37.967735,Moderate,speed_limit_to_ss_ratio,0.90362376
TR/13687,MH,trunk,rural,56.666666666666664,60.0,34.9358,Moderate,speed_limit_to_ss_ratio,0.5088224
TR/14063,MH,trunk,rural,56.666666666666664,60.0,34.12433,Moderate,speed_limit_to_ss_ratio,0.53705937
SE/9975,MH,secondary,urban,80.0,50.0,74.05714,Critical,speed_limit_to_ss_ratio,1.3586147
TR/13656,MH,trunk,rural,85.0,90.0,19.606787,Acceptable,speed_limit_to_ss_ratio,0.28750557
TR/13880,MH,trunk,rural,75.55555555555556,80.0,18.492468,Acceptable,speed_limit_to_ss_ratio,0.8496919
PR/3835,MH,primary,rural,64.28571428571429,50.0,32.2911,Acceptable,ghsl_settlement_code,0.8694398
TR/13652,MH,trunk,rural,75.55555555555556,80.0,21.270609,Acceptable,speed_limit_to_ss_ratio,0.77022743
PR/4064,MH,primary,rural,64.28571428571429,50.0,35.94425,Moderate,speed_limit_to_ss_ratio,0.53647876
TR/13646,MH,trunk,urban,80.0,60.0,66.57944,High Risk,speed_limit_to_ss_ratio,0.7364959
TR/13869,MH,trunk,rural,85.0,90.0,18.376543,Acceptable,speed_limit_to_ss_ratio,0.4709308
TR/11941,MH,trunk,rural,85.0,90.0,16.806076,Acceptable,speed_limit_to_ss_ratio,0.72702026
TR/13934,MH,trunk,urban,66.66666666666666,50.0,49.30457,High Risk,speed_limit_to_ss_ratio,1.5253603
TR/13765,MH,trunk,urban,80.0,60.0,59.467514,High Risk,speed_limit_to_ss_ratio,0.7353494
TR/13899,MH,trunk,rural,56.666666666666664,60.0,35.694984,Moderate,speed_limit_to_ss_ratio,0.7294169
TR/13720,MH,trunk,rural,56.666666666666664,60.0,34.946587,Moderate,speed_limit_to_ss_ratio,0.28154394
TR/11232,MH,trunk,rural,85.0,90.0,18.737038,Acceptable,speed_limit_to_ss_ratio,0.23448348
TR/13651,MH,trunk,rural,75.55555555555556,80.0,19.633373,Acceptable,speed_limit_to_ss_ratio,0.520527
TR/13925,MH,trunk,rural,66.11111111111111,70.0,18.286947,Acceptable,speed_limit_to_ss_ratio,1.7774142
TR/14060,MH,trunk,rural,85.0,90.0,17.892515,Acceptable,speed_limit_to_ss_ratio,0.5924681
TR/13649,MH,trunk,rural,56.666666666666664,60.0,33.338528,Moderate,speed_limit_to_ss_ratio,0.4493764
TR/13647,MH,trunk,urban,80.0,60.0,64.264824,High Risk,speed_limit_to_ss_ratio,0.7820276
TR/13902,MH,trunk,rural,85.0,90.0,26.546238,Acceptable,speed_limit_to_ss_ratio,1.185465
PR/3308,MH,primary,urban,80.0,50.0,73.36695,Critical,speed_limit_to_ss_ratio,1.6583444
TR/14052,MH,trunk,urban,80.0,60.0,60.0954,High Risk,speed_limit_to_ss_ratio,2.5647626
TR/13917,MH,trunk,urban,80.0,60.0,65.21434,High Risk,speed_limit_to_ss_ratio,1.6629043
TR/10895,MH,trunk,rural,56.666666666666664,60.0,34.519947,Moderate,speed_limit_to_ss_ratio,0.6967993
