segment_id,country_code,road_class_norm,land_use,speed_limit,ss_limit,ml_predicted_sss,ml_predicted_band,ml_shap_top_feature,ml_confidence
TR/11617,MH,trunk,rural,80.0,90.0,18.407894,Acceptable,unavailable,1.4771545
TR/13741,MH,trunk,urban,80.0,60.0,36.817467,Moderate,unavailable,1.7578018
TR/13734,MH,trunk,urban,80.0,60.0,39.960487,Moderate,unavailable,1.0269825
PR/1825,MH,primary,rural,80.0,60.0,32.534153,Acceptable,unavailable,1.2035941
SE/7224,MH,secondary,rural,85.0,60.0,30.76745,Acceptable,unavailable,1.0992583
SE/9207,MH,secondary,rural,85.0,60.0,29.573763,Acceptable,unavailable,1.3342298
SE/9209,MH,secondary,rural,85.0,60.0,30.42634,Acceptable,unavailable,1.3575469
TR/13669,MH,trunk,rural,80.0,90.0,19.452257,Acceptable,unavailable,1.3360623
PR/3415,MH,primary,rural,80.0,60.0,28.818264,Acceptable,unavailable,0.9884955
SE/4180,MH,secondary,rural,85.0,60.0,28.667719,Acceptable,unavailable,1.1078658
PR/1086,MH,primary,rural,80.0,60.0,27.44306,Acceptable,unavailable,0.706138
SE/9561,MH,secondary,rural,49.583333333333336,35.0,43.54178,Moderate,unavailable,2.670029
PR/2491,MH,primary,rural,80.0,60.0,28.008745,Acceptable,unavailable,1.1104075
TR/12504,MH,trunk,urban,80.0,60.0,36.186855,Moderate,unavailable,0.8630824
TR/14025,MH,trunk,rural,80.0,90.0,21.604315,Acceptable,unavailable,1.3994131
SE/7595,MH,secondary,rural,85.0,60.0,30.490389,Acceptable,unavailable,0.7601107
TR/12441,MH,trunk,rural,80.0,90.0,21.92448,Acceptable,unavailable,1.3944292
TR/11939,MH,trunk,rural,80.0,90.0,23.523136,Acceptable,unavailable,0.7395703
TR/13671,MH,trunk,rural,80.0,90.0,19.614325,Acceptable,unavailable,0.9992004
TR/14024,MH,trunk,rural,80.0,90.0,21.595324,Acceptable,unavailable,1.3169193
SE/7654,MH,secondary,rural,85.0,60.0,29.754436,Acceptable,unavailable,0.476545
TR/14061,MH,trunk,rural,80.0,90.0,19.313099,Acceptable,unavailable,0.8681552
TR/13743,MH,trunk,urban,80.0,60.0,37.100887,Moderate,unavailable,0.5654223
TR/14062,MH,trunk,rural,80.0,90.0,19.24047,Acceptable,unavailable,1.0128546
TR/13744,MH,trunk,urban,80.0,60.0,34.223976,Acceptable,unavailable,0.6773478
TR/14008,MH,trunk,rural,80.0,90.0,19.796768,Acceptable,unavailable,0.5950557
TR/14014,MH,trunk,rural,80.0,90.0,24.935778,Acceptable,unavailable,1.4345247
PR/1334,MH,primary,rural,80.0,60.0,26.4418,Acceptable,unavailable,1.3927763
TR/14013,MH,trunk,rural,80.0,90.0,25.100185,Acceptable,unavailable,1.1537408
TR/13800,MH,trunk,rural,80.0,90.0,14.770296,Acceptable,unavailable,0.40417075
TR/14081,MH,trunk,urban,80.0,60.0,32.878494,Acceptable,unavailable,1.0802869
TR/12133,MH,trunk,rural,80.0,90.0,24.173574,Acceptable,unavailable,1.02258
TR/13739,MH,trunk,rural,80.0,90.0,20.463827,Acceptable,unavailable,0.50164187
TR/12593,MH,trunk,rural,80.0,90.0,16.275011,Acceptable,unavailable,0.26656392
TR/12986,MH,trunk,rural,80.0,90.0,19.41332,Acceptable,unavailable,0.8738457
TR/14016,MH,trunk,rural,80.0,90.0,24.759155,Acceptable,unavailable,2.5536184
TR/14015,MH,trunk,rural,80.0,90.0,25.423996,Acceptable,unavailable,2.7442439
TR/13837,MH,trunk,urban,80.0,60.0,40.955814,Moderate,unavailable,4.1101313
TR/14005,MH,trunk,rural,80.0,90.0,21.050198,Acceptable,unavailable,0.5721207
SE/7531,MH,secondary,urban,80.0,50.0,48.799053,Moderate,unavailable,1.0892012
TR/13879,MH,trunk,urban,80.0,60.0,35.555378,Moderate,unavailable,0.4354507
TR/10929,MH,trunk,rural,80.0,90.0,19.90686,Acceptable,unavailable,1.8066673
TR/11506,MH,trunk,rural,80.0,90.0,21.159472,Acceptable,unavailable,0.66971505
TR/14007,MH,trunk,rural,80.0,90.0,19.624409,Acceptable,unavailable,0.90475047
TR/13878,MH,trunk,urban,80.0,60.0,35.417492,Moderate,unavailable,0.54348236
TR/13894,MH,trunk,rural,80.0,90.0,17.849731,Acceptable,unavailable,0.6728525
TR/12853,MH,trunk,rural,80.0,90.0,18.602636,Acceptable,unavailable,0.35759938
TR/13161,MH,trunk,urban,80.0,60.0,41.89801,Moderate,unavailable,1.8243409
TR/13876,MH,trunk,rural,80.0,90.0,13.934251,Acceptable,unavailable,0.49336785
TR/13738,MH,trunk,urban,80.0,60.0,38.681206,Moderate,unavailable,0.41268313
TR/13673,MH,trunk,rural,80.0,90.0,18.636875,Acceptable,unavailable,1.5709177
TR/12854,MH,trunk,rural,80.0,90.0,17.96398,Acceptable,unavailable,0.5318841
TR/12594,MH,trunk,rural,80.0,90.0,20.917067,Acceptable,unavailable,0.8132406
TR/13823,MH,trunk,urban,80.0,60.0,37.076847,Moderate,unavailable,1.5816913
TR/13302,MH,trunk,rural,71.11111111111111,80.0,21.67633,Acceptable,unavailable,1.4659802
TR/13822,MH,trunk,urban,80.0,60.0,37.261864,Moderate,unavailable,1.5540296
TR/13948,MH,trunk,rural,80.0,90.0,22.461262,Acceptable,unavailable,0.7557413
SE/7202,MH,secondary,rural,70.83333333333334,50.0,34.67926,Acceptable,unavailable,1.5318633
TR/13006,MH,trunk,rural,80.0,90.0,20.016554,Acceptable,unavailable,0.91658735
TR/13949,MH,trunk,rural,80.0,90.0,22.378672,Acceptable,unavailable,0.88569206
TR/13910,MH,trunk,rural,80.0,90.0,22.687708,Acceptable,unavailable,1.0672871
TR/13007,MH,trunk,rural,80.0,90.0,20.028906,Acceptable,unavailable,0.93182373
TR/14042,MH,trunk,rural,80.0,90.0,16.900755,Acceptable,unavailable,1.1077162
TR/13623,MH,trunk,urban,80.0,60.0,37.50197,Moderate,unavailable,0.7004794
PR/3672,MH,primary,urban,80.0,50.0,48.348263,Moderate,unavailable,1.0512218
TR/12158,MH,trunk,rural,80.0,90.0,18.086855,Acceptable,unavailable,0.7049413
TR/13622,MH,trunk,urban,80.0,60.0,35.989326,Moderate,unavailable,0.9731762
TR/12990,MH,trunk,rural,80.0,90.0,22.756063,Acceptable,unavailable,1.0317904
TR/12564,MH,trunk,rural,71.11111111111111,80.0,21.960478,Acceptable,unavailable,2.0493329
SE/4160,MH,secondary,rural,70.83333333333334,50.0,30.353125,Acceptable,unavailable,1.0445081
TR/14019,MH,trunk,rural,80.0,90.0,25.430925,Acceptable,unavailable,1.6919547
TR/13881,MH,trunk,urban,66.66666666666666,50.0,44.655228,Moderate,unavailable,5.2819724
TR/13675,MH,trunk,urban,80.0,60.0,35.37292,Moderate,unavailable,1.788347
TR/14046,MH,trunk,rural,80.0,90.0,28.030998,Acceptable,unavailable,1.0940946
TR/14078,MH,trunk,rural,80.0,90.0,23.232635,Acceptable,unavailable,1.6930622
TR/13666,MH,trunk,rural,80.0,90.0,22.653608,Acceptable,unavailable,0.9261652
TR/14045,MH,trunk,rural,80.0,90.0,28.030998,Acceptable,unavailable,1.1966227
SE/5547,MH,secondary,rural,85.0,60.0,29.109173,Acceptable,unavailable,1.5609125
TR/13780,MH,trunk,rural,80.0,90.0,17.041866,Acceptable,unavailable,1.1563046
TR/12616,MH,trunk,rural,80.0,90.0,24.820442,Acceptable,unavailable,1.5442964
TR/11911,MH,trunk,rural,80.0,90.0,18.51609,Acceptable,unavailable,0.3310173
TR/14080,MH,trunk,rural,80.0,90.0,17.555735,Acceptable,unavailable,0.8043756
TR/13911,MH,trunk,rural,80.0,90.0,19.924326,Acceptable,unavailable,0.5745633
TR/12358,MH,trunk,urban,80.0,60.0,38.425007,Moderate,unavailable,0.8016727
TR/14077,MH,trunk,rural,80.0,90.0,22.188232,Acceptable,unavailable,1.8117055
TR/14032,MH,trunk,rural,80.0,90.0,21.862812,Acceptable,unavailable,0.7046665
TR/12858,MH,trunk,rural,80.0,90.0,17.936565,Acceptable,unavailable,0.7878823
TR/13900,MH,trunk,rural,71.11111111111111,80.0,22.938574,Acceptable,unavailable,0.6743199
TR/14041,MH,trunk,rural,80.0,90.0,18.588099,Acceptable,unavailable,0.8306692
SE/8797,MH,secondary,urban,80.0,50.0,47.787273,Moderate,unavailable,0.8907779
TR/13533,MH,trunk,rural,80.0,90.0,23.219593,Acceptable,unavailable,0.38840002
TR/14074,MH,trunk,rural,80.0,90.0,21.531456,Acceptable,unavailable,1.1577929
TR/13667,MH,trunk,rural,80.0,90.0,18.162281,Acceptable,unavailable,1.4749938
TR/12561,MH,trunk,rural,80.0,90.0,23.847202,Acceptable,unavailable,0.6703748
TR/11100,MH,trunk,rural,80.0,90.0,24.629002,Acceptable,unavailable,1.7860936
TR/13839,MH,trunk,urban,80.0,60.0,43.184376,Moderate,unavailable,1.4870611
TR/13909,MH,trunk,rural,80.0,90.0,25.227146,Acceptable,unavailable,0.7904107
TR/12357,MH,trunk,urban,80.0,60.0,38.579605,Moderate,unavailable,0.75014997
TR/13676,MH,trunk,rural,80.0,90.0,16.692875,Acceptable,unavailable,0.43449846
PR/1192,MH,primary,rural,80.0,60.0,28.840267,Acceptable,unavailable,0.67074406
TR/13779,MH,trunk,rural,80.0,90.0,19.783308,Acceptable,unavailable,1.3777418
TR/13824,MH,trunk,urban,80.0,60.0,40.076736,Moderate,unavailable,2.2039118
TR/12989,MH,trunk,rural,80.0,90.0,22.039244,Acceptable,unavailable,0.9017372
TR/12739,MH,trunk,urban,80.0,60.0,48.427586,Moderate,unavailable,3.719778
TR/13842,MH,trunk,rural,80.0,90.0,25.713726,Acceptable,unavailable,1.0559672
TR/11023,MH,trunk,rural,80.0,90.0,19.17347,Acceptable,unavailable,0.5497518
TR/13841,MH,trunk,rural,80.0,90.0,28.27318,Acceptable,unavailable,1.2824212
TR/11276,MH,trunk,rural,80.0,90.0,20.792515,Acceptable,unavailable,0.37383315
TR/12571,MH,trunk,rural,80.0,90.0,22.493397,Acceptable,unavailable,0.59694344
TR/13947,MH,trunk,rural,80.0,90.0,20.908724,Acceptable,unavailable,0.95238805
TR/13677,MH,trunk,rural,80.0,90.0,19.87021,Acceptable,unavailable,0.47158128
TR/13715,MH,trunk,urban,80.0,60.0,35.356655,Moderate,unavailable,1.1616646
PR/683,MH,primary,urban,80.0,50.0,44.842865,Moderate,unavailable,0.54376787
TR/12763,MH,trunk,rural,80.0,90.0,25.663858,Acceptable,unavailable,1.3983319
TR/12343,MH,trunk,urban,80.0,60.0,33.786846,Acceptable,unavailable,0.31990495
TR/13672,MH,trunk,rural,80.0,90.0,20.36057,Acceptable,unavailable,1.4527378
TR/13668,MH,trunk,rural,80.0,90.0,16.779554,Acceptable,unavailable,1.5159922
TR/13888,MH,trunk,rural,80.0,90.0,20.292507,Acceptable,unavailable,1.2197099
TR/13811,MH,trunk,rural,80.0,90.0,19.481117,Acceptable,unavailable,1.0138501
TR/12186,MH,trunk,urban,80.0,60.0,32.566296,Acceptable,unavailable,0.93926007
TR/13945,MH,trunk,rural,71.11111111111111,80.0,21.255953,Acceptable,unavailable,2.1076515
TR/12336,MH,trunk,rural,80.0,90.0,24.60231,Acceptable,unavailable,0.40304217
TR/13658,MH,trunk,urban,80.0,60.0,35.596058,Moderate,unavailable,2.1985967
TR/13364,MH,trunk,rural,80.0,90.0,19.141674,Acceptable,unavailable,0.39132857
TR/12418,MH,trunk,rural,80.0,90.0,23.015238,Acceptable,unavailable,0.56465125
TR/13873,MH,trunk,rural,80.0,90.0,20.271431,Acceptable,unavailable,0.40690827
PR/2213,MH,primary,rural,66.66666666666666,50.0,31.730433,Acceptable,unavailable,1.4310621
PR/2215,MH,primary,rural,80.0,60.0,28.422943,Acceptable,unavailable,0.93320274
TR/13679,MH,trunk,rural,80.0,90.0,21.610304,Acceptable,unavailable,1.3152109
TR/12911,MH,trunk,urban,80.0,60.0,35.742188,Moderate,unavailable,0.82750595
TR/13655,MH,trunk,rural,71.11111111111111,80.0,21.856373,Acceptable,unavailable,2.0395222
TR/10926,MH,trunk,rural,80.0,90.0,20.086746,Acceptable,unavailable,0.49514797
TR/14050,MH,trunk,urban,80.0,60.0,37.9192,Moderate,unavailable,0.7143123
TR/13438,MH,trunk,rural,80.0,90.0,16.85684,Acceptable,unavailable,0.39039916
TR/13794,MH,trunk,urban,80.0,60.0,38.89756,Moderate,unavailable,1.334015
TR/13901,MH,trunk,rural,71.11111111111111,80.0,23.01082,Acceptable,unavailable,0.93040764
TR/13716,MH,trunk,urban,80.0,60.0,35.84869,Moderate,unavailable,0.5800833
TR/13721,MH,trunk,rural,80.0,90.0,26.20583,Acceptable,unavailable,1.5687362
TR/10928,MH,trunk,rural,80.0,90.0,20.351934,Acceptable,unavailable,0.75097626
TR/14059,MH,trunk,rural,71.11111111111111,80.0,17.901031,Acceptable,unavailable,1.3151084
TR/12912,MH,trunk,urban,80.0,60.0,35.90634,Moderate,unavailable,0.8232268
TR/12643,MH,trunk,rural,80.0,90.0,20.54248,Acceptable,unavailable,0.5312943
TR/12855,MH,trunk,rural,80.0,90.0,21.507174,Acceptable,unavailable,0.41023687
TR/14058,MH,trunk,rural,71.11111111111111,80.0,16.905468,Acceptable,unavailable,1.2024373
TR/13840,MH,trunk,rural,80.0,90.0,19.594313,Acceptable,unavailable,0.8135173
TR/12365,MH,trunk,urban,80.0,60.0,39.100567,Moderate,unavailable,0.6688079
TR/13363,MH,trunk,rural,71.11111111111111,80.0,22.923851,Acceptable,unavailable,1.4364829
TR/13816,MH,trunk,rural,80.0,90.0,20.907614,Acceptable,unavailable,0.8530446
SE/6274,MH,secondary,urban,80.0,50.0,48.869324,Moderate,unavailable,0.9958841
TR/12355,MH,trunk,rural,80.0,90.0,20.819654,Acceptable,unavailable,0.68921155
TR/13995,MH,trunk,rural,80.0,90.0,19.493631,Acceptable,unavailable,0.45415384
TR/13946,MH,trunk,rural,80.0,90.0,23.256882,Acceptable,unavailable,1.3022497
TR/13609,MH,trunk,urban,80.0,60.0,34.48159,Acceptable,unavailable,0.90147996
TR/13831,MH,trunk,rural,80.0,90.0,23.651403,Acceptable,unavailable,0.56295896
TR/13683,MH,trunk,rural,80.0,90.0,20.909212,Acceptable,unavailable,0.41480565
TR/13898,MH,trunk,rural,80.0,90.0,17.111063,Acceptable,unavailable,0.34305835
TR/12332,MH,trunk,rural,80.0,90.0,19.699665,Acceptable,unavailable,0.5124201
TR/13389,MH,trunk,urban,80.0,60.0,33.121853,Acceptable,unavailable,1.1401017
TR/13678,MH,trunk,rural,80.0,90.0,20.75763,Acceptable,unavailable,0.6736839
TR/13815,MH,trunk,rural,80.0,90.0,21.431198,Acceptable,unavailable,1.017391
TR/13608,MH,trunk,urban,80.0,60.0,35.545353,Moderate,unavailable,1.2166725
TR/13903,MH,trunk,rural,80.0,90.0,17.308437,Acceptable,unavailable,0.3823934
TR/13659,MH,trunk,rural,80.0,90.0,19.593588,Acceptable,unavailable,0.42025796
TR/13624,MH,trunk,urban,80.0,60.0,42.43907,Moderate,unavailable,1.6526008
TR/13928,MH,trunk,rural,80.0,90.0,22.457523,Acceptable,unavailable,0.920842
TR/13043,MH,trunk,rural,71.11111111111111,80.0,23.101921,Acceptable,unavailable,1.6422628
TR/13670,MH,trunk,rural,80.0,90.0,21.858603,Acceptable,unavailable,0.6978656
TR/13390,MH,trunk,urban,80.0,60.0,35.455883,Moderate,unavailable,0.7409296
TR/13929,MH,trunk,rural,80.0,90.0,22.457523,Acceptable,unavailable,1.3442596
TR/12697,MH,trunk,rural,80.0,90.0,18.359715,Acceptable,unavailable,1.4311826
TR/13850,MH,trunk,rural,80.0,90.0,25.71891,Acceptable,unavailable,1.3825938
TR/13714,MH,trunk,rural,80.0,90.0,21.469677,Acceptable,unavailable,2.188756
TR/13727,MH,trunk,rural,80.0,90.0,24.556833,Acceptable,unavailable,1.0403203
TR/13625,MH,trunk,urban,80.0,60.0,42.846138,Moderate,unavailable,2.1951315
TR/13166,MH,trunk,rural,80.0,90.0,21.385828,Acceptable,unavailable,0.625323
TR/13687,MH,trunk,rural,80.0,90.0,22.491512,Acceptable,unavailable,0.85474485
TR/14063,MH,trunk,rural,80.0,90.0,19.61456,Acceptable,unavailable,0.5788771
SE/9975,MH,secondary,urban,80.0,50.0,48.101315,Moderate,unavailable,0.74065983
TR/13656,MH,trunk,rural,80.0,90.0,22.049156,Acceptable,unavailable,0.6619913
TR/13880,MH,trunk,rural,71.11111111111111,80.0,22.03412,Acceptable,unavailable,1.647442
PR/3835,MH,primary,rural,53.33333333333333,40.0,33.74277,Acceptable,unavailable,0.8542772
TR/13652,MH,trunk,rural,71.11111111111111,80.0,23.379734,Acceptable,unavailable,1.4958749
PR/4064,MH,primary,rural,80.0,60.0,27.697578,Acceptable,unavailable,1.0047183
TR/13646,MH,trunk,urban,80.0,60.0,33.807854,Acceptable,unavailable,1.7822021
TR/13869,MH,trunk,rural,80.0,90.0,22.440453,Acceptable,unavailable,1.3431578
TR/11941,MH,trunk,rural,80.0,90.0,16.372341,Acceptable,unavailable,0.32538646
TR/13934,MH,trunk,urban,66.66666666666666,50.0,51.055546,Moderate,unavailable,1.9067179
TR/13765,MH,trunk,urban,80.0,60.0,38.626343,Moderate,unavailable,1.3765633
TR/13899,MH,trunk,rural,80.0,90.0,17.057749,Acceptable,unavailable,0.22716136
TR/13720,MH,trunk,rural,80.0,90.0,24.533201,Acceptable,unavailable,1.354998
TR/11232,MH,trunk,rural,80.0,90.0,19.228275,Acceptable,unavailable,0.41385862
TR/13651,MH,trunk,rural,71.11111111111111,80.0,23.313892,Acceptable,unavailable,1.3876399
TR/13925,MH,trunk,rural,62.22222222222222,70.0,30.399923,Acceptable,unavailable,3.1610866
TR/14060,MH,trunk,rural,80.0,90.0,23.257113,Acceptable,unavailable,1.653253
TR/13649,MH,trunk,rural,80.0,90.0,18.204048,Acceptable,unavailable,0.48656988
TR/13647,MH,trunk,urban,80.0,60.0,34.01947,Acceptable,unavailable,1.773931
TR/13902,MH,trunk,rural,80.0,90.0,22.751986,Acceptable,unavailable,1.2399331
PR/3308,MH,primary,urban,80.0,50.0,45.82774,Moderate,unavailable,0.36901557
TR/14052,MH,trunk,urban,80.0,60.0,38.780952,Moderate,unavailable,1.479194
TR/13917,MH,trunk,urban,80.0,60.0,38.65726,Moderate,unavailable,1.127971
TR/10895,MH,trunk,rural,80.0,90.0,17.005943,Acceptable,unavailable,0.4196724
TR/14053,MH,trunk,urban,80.0,60.0,38.55267,Moderate,unavailable,1.6996986
TR/13165,MH,trunk,rural,80.0,90.0,21.315668,Acceptable,unavailable,0.8211825
TR/11914,MH,trunk,rural,80.0,90.0,22.824257,Acceptable,unavailable,0.5101336
TR/13871,MH,trunk,rural,80.0,90.0,24.377943,Acceptable,unavailable,0.95307106
TR/13691,MH,trunk,rural,80.0,90.0,19.042631,Acceptable,unavailable,0.7222087
TR/13905,MH,trunk,urban,80.0,60.0,36.9215,Moderate,unavailable,0.9847201
TR/13645,MH,trunk,rural,80.0,90.0,21.202576,Acceptable,unavailable,0.6376555
TR/10939,MH,trunk,rural,80.0,90.0,19.503876,Acceptable,unavailable,0.5659979
TR/13694,MH,trunk,urban,80.0,60.0,32.94049,Acceptable,unavailable,1.6961958
TR/13933,MH,trunk,rural,71.11111111111111,80.0,20.420273,Acceptable,unavailable,0.72198766
TR/13702,MH,trunk,rural,80.0,90.0,20.948498,Acceptable,unavailable,0.86209327
PR/2525,MH,primary,urban,80.0,50.0,45.578262,Moderate,unavailable,0.3389398
TR/10938,MH,trunk,rural,80.0,90.0,19.3531,Acceptable,unavailable,0.5144745
TR/13851,MH,trunk,urban,80.0,60.0,36.979485,Moderate,unavailable,1.7185754
TR/13994,MH,trunk,rural,80.0,90.0,24.585468,Acceptable,unavailable,1.2431514
TR/13708,MH,trunk,rural,80.0,90.0,21.726564,Acceptable,unavailable,0.52777755
TR/13342,MH,trunk,urban,80.0,60.0,38.752068,Moderate,unavailable,0.68505543
TR/13703,MH,trunk,rural,80.0,90.0,21.030771,Acceptable,unavailable,0.9069345
PR/2963,MH,primary,urban,80.0,50.0,45.201363,Moderate,unavailable,0.63434356
TR/11629,MH,trunk,rural,80.0,90.0,23.00564,Acceptable,unavailable,0.74562347
PR/3704,MH,primary,urban,80.0,50.0,44.49056,Moderate,unavailable,0.9315972
TR/12727,MH,trunk,urban,80.0,60.0,35.891144,Moderate,unavailable,0.67539465
TR/12335,MH,trunk,rural,80.0,90.0,23.00249,Acceptable,unavailable,0.7203389
TR/12726,MH,trunk,urban,80.0,60.0,33.7884,Acceptable,unavailable,1.0575235
TR/13775,MH,trunk,urban,80.0,60.0,36.990246,Moderate,unavailable,0.76027125
TR/13648,MH,trunk,rural,71.11111111111111,80.0,22.80667,Acceptable,unavailable,1.711988
TR/11049,MH,trunk,rural,71.11111111111111,80.0,22.525064,Acceptable,unavailable,0.7710438
TR/13399,MH,trunk,urban,80.0,60.0,40.1209,Moderate,unavailable,1.722021
TR/12902,MH,trunk,urban,80.0,60.0,37.182365,Moderate,unavailable,0.697462
TR/13494,MH,trunk,rural,80.0,90.0,20.82474,Acceptable,unavailable,0.33967236
TR/13890,MH,trunk,rural,80.0,90.0,20.221315,Acceptable,unavailable,0.5146916
TR/11976,MH,trunk,rural,80.0,90.0,25.438028,Acceptable,unavailable,2.6012354
TR/13052,MH,trunk,urban,80.0,60.0,35.647957,Moderate,unavailable,1.3041223
TR/13993,MH,trunk,rural,80.0,90.0,21.919859,Acceptable,unavailable,1.3488437
TR/10921,MH,trunk,rural,80.0,90.0,20.35544,Acceptable,unavailable,0.47256717
TR/13834,MH,trunk,rural,80.0,90.0,18.86439,Acceptable,unavailable,0.73744655
TR/13346,MH,trunk,rural,80.0,90.0,19.584599,Acceptable,unavailable,0.6965714
TR/13889,MH,trunk,rural,80.0,90.0,20.176388,Acceptable,unavailable,1.1890268
TR/14069,MH,trunk,rural,71.11111111111111,80.0,21.34964,Acceptable,unavailable,2.5717804
TR/12163,MH,trunk,rural,80.0,90.0,21.026947,Acceptable,unavailable,0.29683182
PR/286,MH,primary,urban,80.0,50.0,46.2076,Moderate,unavailable,0.9375986
TR/12883,MH,trunk,urban,80.0,60.0,33.011562,Acceptable,unavailable,1.077646
TR/13759,MH,trunk,urban,80.0,60.0,35.16009,Moderate,unavailable,0.9962236
TR/12905,MH,trunk,urban,80.0,60.0,39.083153,Moderate,unavailable,1.5537089
TR/11447,MH,trunk,urban,80.0,60.0,32.194675,Acceptable,unavailable,0.7646948
TR/12913,MH,trunk,urban,80.0,60.0,45.561497,Moderate,unavailable,1.712533
TR/13872,MH,trunk,rural,80.0,90.0,27.049007,Acceptable,unavailable,0.6771803
TR/13969,MH,trunk,urban,80.0,60.0,37.94806,Moderate,unavailable,2.1585634
TR/13922,MH,trunk,urban,80.0,60.0,41.62361,Moderate,unavailable,0.58230066
TR/13684,MH,trunk,rural,71.11111111111111,80.0,25.978659,Acceptable,unavailable,2.2558012
TR/13685,MH,trunk,rural,71.11111111111111,80.0,25.978659,Acceptable,unavailable,2.2558012
TR/12126,MH,trunk,rural,80.0,90.0,21.611536,Acceptable,unavailable,1.1574391
PR/3695,MH,primary,urban,80.0,50.0,47.474327,Moderate,unavailable,0.8610518
